ix_key,V_x,V_y,blockKey,side,span_vertex_count,probe_mid_x,probe_mid_y,probe_normal_x,probe_normal_y,probe_path_len_m,probe_steps,probe_null_reason,alley_class,feature_highway,feature_name,feature_distance,feature_source
"693.60,147.00",693.60,147.00,"641.5,65.0",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"693.60,147.00",693.60,147.00,"641.5,65.0",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"70.40,-614.90",70.40,-614.90,"162.0,-645.0",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"70.40,-614.90",70.40,-614.90,"162.0,-645.0",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"70.40,-614.90",70.40,-614.90,"55.0,-767.0",next,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"70.40,-614.90",70.40,-614.90,"55.0,-767.0",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"700.30,-320.90",700.30,-320.90,"730.5,-252.0",next,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"700.30,-320.90",700.30,-320.90,"730.5,-252.0",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"704.50,-446.50",704.50,-446.50,"680.0,-504.0",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"704.50,-446.50",704.50,-446.50,"716.0,-420.5",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"713.10,23.70",713.10,23.70,"641.5,65.0",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"713.10,23.70",713.10,23.70,"641.5,65.0",prev,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"714.70,13.10",714.70,13.10,"684.5,-98.0",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"714.70,13.10",714.70,13.10,"684.5,-98.0",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"714.70,13.10",714.70,13.10,"854.5,16.5",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"715.70,399.10",715.70,399.10,"657.0,431.0",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"719.80,310.10",719.80,310.10,"696.5,166.0",next,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"725.60,-29.10",725.60,-29.10,"684.5,-98.0",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"725.60,-29.10",725.60,-29.10,"854.5,16.5",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"725.60,-29.10",725.60,-29.10,"854.5,16.5",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"728.50,543.50",728.50,543.50,"854.5,16.5",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"728.50,543.50",728.50,543.50,"854.5,16.5",prev,52,1028.52,100.72,0.994,0.110,29.00,15,bestDist=147.2>30,truly_void,,,471.23,
"733.20,-558.40",733.20,-558.40,"706.0,-628.0",prev,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"733.20,-558.40",733.20,-558.40,"854.5,16.5",next,52,1028.52,100.72,0.994,0.110,29.00,15,bestDist=147.2>30,truly_void,,,471.23,
"736.70,-437.80",736.70,-437.80,"716.0,-420.5",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"748.00,-614.90",748.00,-614.90,"808.0,-638.0",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"758.00,-146.70",758.00,-146.70,"854.5,16.5",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"76.90,207.70",76.90,207.70,"-132.5,265.0",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"76.90,207.70",76.90,207.70,"-132.5,265.0",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"766.10,-180.20",766.10,-180.20,"684.5,-98.0",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"766.10,-180.20",766.10,-180.20,"730.5,-252.0",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"766.10,-180.20",766.10,-180.20,"730.5,-252.0",prev,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"767.40,-689.30",767.40,-689.30,"706.0,-628.0",next,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"767.40,-689.30",767.40,-689.30,"808.0,-638.0",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"774.90,89.60",774.90,89.60,"821.5,94.5",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"788.70,51.70",788.70,51.70,"821.5,94.5",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"792.90,454.70",792.90,454.70,"657.0,431.0",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"792.90,454.70",792.90,454.70,"854.5,16.5",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"97.10,-713.50",97.10,-713.50,"162.0,-645.0",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"97.10,-713.50",97.10,-713.50,"162.0,-645.0",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"97.10,-713.50",97.10,-713.50,"55.0,-767.0",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"97.10,-713.50",97.10,-713.50,"55.0,-767.0",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
