ix_key,V_x,V_y,blockKey,corner_legA_skel,corner_legB_skel,theta_deg,R_authored,R_used,d_A,d_B,vertex_match_dist,vertex_matched,bezier_consumed_span_len,arc_span_present,prevMeta_skip,nextMeta_skip,prevMeta_terminal,nextMeta_terminal,prevMeta_tl,prevMeta_sw,nextMeta_tl,nextMeta_sw,prevMeta_edgeOrd,nextMeta_edgeOrd,cw_plus_tl_sw_A,cw_plus_tl_sw_B,arc_R,cusp_safeMax,cusp_totalMax,cusp_fired,cusp_scale_k,dCorner,ramp_min_fired,pad_area_m2,pad_selfintersects,pad_ring_vertex_count,failure_mode,notes
"490.00,637.70",490.00,637.70,,motorway-link-7,motorway-4,91.16,,0.000,0.00,0.00,9.768,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 9.768m exceeds TOL=0.5
"490.00,637.70",490.00,637.70,,motorway-link-7,motorway-4,91.48,,0.000,0.00,0.00,1.735,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 1.735m exceeds TOL=0.5
"490.00,637.70",490.00,637.70,"367.0,541.0",motorway-4,motorway-link-7,88.43,,0.000,0.00,0.00,0.001,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.001 (likely notConvex or R<=0.05)
"494.10,639.50",494.10,639.50,,ozark-expressway-1,motorway-link-9,91.81,,0.000,0.00,0.00,6.255,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 6.255m exceeds TOL=0.5
"494.10,639.50",494.10,639.50,"118.0,744.0",ozark-expressway-1,motorway-4,49.94,,0.000,0.00,0.00,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"494.10,639.50",494.10,639.50,"473.5,667.5",motorway-link-9,ozark-expressway-1,35.39,,0.000,0.00,0.00,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"495.80,115.40",495.80,115.40,"382.0,115.0",carroll-street-1,dolman-street-1,89.88,,3.357,1.52,2.90,0.001,1,0.000,1,0,0,sidewalk,sidewalk,1.38,1.52,0.00,1.52,,,1.769,3.021,3.357,3.021,3.281,1,0.911,3.021,0,9.224,0,34,ok,
"495.80,115.40",495.80,115.40,"382.0,115.0",dolman-street-1,carroll-street-1,90.17,,3.373,2.90,1.52,0.000,1,0.000,1,0,1,sidewalk,,0.00,1.52,,,,,1.905,1.905,3.373,3.035,1.905,0,1.000,1.905,0,7.402,0,34,wrong_flanking,prev only — meta-fallback produced symmetric depths from one-sided data
"495.80,115.40",495.80,115.40,"382.0,115.0",dolman-street-1,carroll-street-1,90.20,,3.374,1.52,1.52,0.000,1,0.000,1,1,0,,sidewalk,,,1.38,1.52,,,3.037,3.037,3.374,3.037,3.281,1,0.916,3.037,0,9.287,0,34,wrong_flanking,next only — meta-fallback produced symmetric depths from one-sided data
"495.80,115.40",495.80,115.40,"456.5,15.0",carroll-street-1,dolman-street-1,89.76,,3.350,1.52,1.52,0.001,1,0.000,1,0,1,sidewalk,,0.00,1.52,,,,,1.905,1.905,3.350,3.015,1.905,0,1.000,1.905,0,7.368,0,34,wrong_flanking,prev only — meta-fallback produced symmetric depths from one-sided data
"495.90,638.60",495.90,638.60,,ozark-expressway-1,ozark-expressway-1,29.42,,0.000,0.00,0.00,1.254,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 1.254m exceeds TOL=0.5
"495.90,638.60",495.90,638.60,"590.0,634.0",ozark-expressway-1,ozark-expressway-1,116.57,,0.000,0.00,0.00,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"495.90,638.60",495.90,638.60,"593.5,577.0",motorway-link-9,ozark-expressway-1,32.92,,0.000,0.00,0.00,0.001,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.001 (likely notConvex or R<=0.05)
"521.90,-48.30",521.90,-48.30,,park-avenue-6,dolman-street-1,77.38,,0.000,0.00,1.52,7.437,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 7.437m exceeds TOL=0.5
"521.90,-48.30",521.90,-48.30,,dolman-street-1,park-avenue-6,103.71,,0.000,2.90,0.00,8.068,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 8.068m exceeds TOL=0.5
"521.90,-48.30",521.90,-48.30,"382.0,115.0",park-avenue-6,dolman-street-1,77.11,,4.500,4.69,2.90,0.001,1,7.252,1,1,0,,sidewalk,,,1.00,3.69,,,4.050,4.050,4.500,4.050,5.074,1,0.782,4.050,0,18.926,0,34,wrong_flanking,next only — meta-fallback produced symmetric depths from one-sided data
"521.90,-48.30",521.90,-48.30,"456.5,15.0",dolman-street-1,park-avenue-6,101.81,,4.165,1.52,4.69,0.001,1,0.000,1,0,0,sidewalk,sidewalk,1.00,3.69,0.00,1.52,,,1.475,3.749,4.165,3.749,5.074,1,0.718,3.749,0,12.323,0,34,ok,
"522.80,-55.60",522.80,-55.60,,park-avenue-4,dolman-street-1,80.56,,0.000,0.00,2.90,8.241,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 8.241m exceeds TOL=0.5
"522.80,-55.60",522.80,-55.60,,dolman-street-1,park-avenue-4,100.10,,0.000,1.52,0.00,7.550,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 7.550m exceeds TOL=0.5
"522.80,-55.60",522.80,-55.60,"499.0,-175.0",park-avenue-4,dolman-street-1,80.86,,2.930,4.69,1.52,0.001,1,3.222,1,1,0,,sidewalk,,,1.00,3.69,,,2.637,2.637,2.930,2.637,5.074,1,0.481,2.637,0,7.732,0,34,wrong_flanking,next only — meta-fallback produced symmetric depths from one-sided data
"522.80,-55.60",522.80,-55.60,"611.0,-247.0",dolman-street-1,park-avenue-4,98.49,,4.500,2.90,4.69,0.001,1,0.000,1,1,0,,sidewalk,,,1.38,1.52,,,3.281,3.281,4.500,4.050,3.281,0,1.000,3.281,0,13.825,0,34,wrong_flanking,next only — meta-fallback produced symmetric depths from one-sided data
"535.80,519.00",535.80,519.00,"459.0,391.0",motorway-2,motorway-link-11,63.45,,0.000,0.00,0.00,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"535.80,519.00",535.80,519.00,"593.5,577.0",motorway-2,motorway-link-11,64.17,,0.000,0.00,0.00,0.001,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.001 (likely notConvex or R<=0.05)
"536.40,279.90",536.40,279.90,"382.0,115.0",lafayette-avenue-1,truman-parkway-7,91.70,,4.500,7.77,3.65,0.000,1,0.000,1,0,0,sidewalk,sidewalk,2.13,1.52,3.56,4.21,,,4.050,2.104,4.500,4.050,8.151,1,0.472,4.050,0,16.238,0,34,ok,
"536.40,279.90",536.40,279.90,"572.0,129.0",truman-parkway-7,lafayette-avenue-1,89.23,,4.500,14.30,7.77,0.000,1,0.000,1,0,0,sidewalk,sidewalk,1.00,3.69,1.00,3.69,5,5,4.050,4.050,4.500,4.050,5.074,1,0.782,4.050,0,16.694,0,34,ok,
"538.70,329.00",538.70,329.00,"557.0,301.5",motorway-link-36,motorway-link-31,16.04,,0.000,0.00,0.00,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"538.70,329.00",538.70,329.00,"657.0,431.0",motorway-link-31,motorway-link-37,162.25,,0.000,0.00,0.00,0.002,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.002 (likely notConvex or R<=0.05)
"549.70,282.00",549.70,282.00,"459.0,391.0",motorway-link-36,lafayette-avenue-1,85.80,,0.000,0.00,5.28,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"549.70,282.00",549.70,282.00,"557.0,301.5",lafayette-avenue-1,motorway-link-36,93.77,,0.000,5.28,0.00,0.001,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.001 (likely notConvex or R<=0.05)
"549.70,282.00",549.70,282.00,"572.0,129.0",lafayette-avenue-1,truman-parkway-0,90.39,,0.000,7.77,0.00,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"549.70,282.00",549.70,282.00,"696.5,166.0",truman-parkway-0,lafayette-avenue-1,90.04,,4.500,3.65,7.77,0.001,1,0.000,0,1,1,,,,,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"561.90,662.90",561.90,662.90,"118.0,744.0",ozark-expressway-0,motorway-4,33.80,,0.000,0.00,0.00,0.001,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.001 (likely notConvex or R<=0.05)
"561.90,662.90",561.90,662.90,"118.0,744.0",ozark-expressway-0,ozark-expressway-0,146.39,,0.000,0.00,0.00,0.393,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.393 (likely notConvex or R<=0.05)
"564.00,663.50",564.00,663.50,,ozark-expressway-0,ozark-expressway-0,124.25,,0.000,0.00,0.00,1.024,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 1.024m exceeds TOL=0.5
"564.00,663.50",564.00,663.50,"613.0,660.5",ozark-expressway-0,motorway-4,53.98,,0.000,0.00,0.00,0.001,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.001 (likely notConvex or R<=0.05)
"566.40,661.50",566.40,661.50,"118.0,744.0",motorway-4,motorway-4,103.58,,0.000,0.00,0.00,0.198,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.198 (likely notConvex or R<=0.05)
"566.40,661.50",566.40,661.50,"613.0,660.5",ozark-expressway-0,motorway-4,36.30,,0.000,0.00,0.00,0.001,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.001 (likely notConvex or R<=0.05)
"575.10,127.90",575.10,127.90,"641.5,65.0",truman-parkway-0,carroll-street-0,89.97,,3.362,3.65,1.52,0.000,1,0.000,1,1,0,,sidewalk,,,2.13,1.52,,,3.026,3.026,3.362,3.026,4.031,1,0.725,3.026,0,9.241,0,34,wrong_flanking,next only — meta-fallback produced symmetric depths from one-sided data
"575.10,127.90",575.10,127.90,"696.5,166.0",carroll-street-0,truman-parkway-0,90.20,,3.375,1.52,3.65,0.001,1,0.000,1,1,0,,sidewalk,,,0.00,1.52,,1,1.905,1.905,3.375,3.037,1.905,0,1.000,1.905,0,7.405,0,34,wrong_flanking,next only — meta-fallback produced symmetric depths from one-sided data
"576.60,-261.40",576.60,-261.40,"499.0,-175.0",dolman-street-1,hickory-street-0,92.43,,3.502,1.52,1.52,0.000,1,0.000,0,1,1,,,,,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"576.60,-261.40",576.60,-261.40,"543.5,-341.0",hickory-street-0,dolman-street-1,87.64,,3.239,1.52,1.52,0.000,1,0.000,0,1,1,lawn,,0.00,0.00,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"576.60,-261.40",576.60,-261.40,"611.0,-247.0",hickory-street-0,dolman-street-1,87.50,,3.232,1.52,2.90,0.000,1,0.000,1,0,0,sidewalk,sidewalk,1.38,1.52,0.00,1.52,,,1.710,2.909,3.232,2.909,3.281,1,0.872,2.909,0,8.776,0,34,ok,
"576.60,-261.40",576.60,-261.40,"611.0,-247.0",dolman-street-1,hickory-street-0,92.43,,3.503,2.90,1.52,0.001,1,0.000,1,0,0,sidewalk,sidewalk,0.00,1.52,1.38,1.52,,,3.152,1.838,3.503,3.152,3.281,1,0.956,3.152,0,9.757,0,34,ok,
"58.70,-234.00",58.70,-234.00,"117.0,-299.0",benton-place-0,benton-place-1,140.30,,4.500,2.90,2.90,0.000,1,0.000,1,0,1,sidewalk,,1.37,1.52,,,,,3.277,3.277,4.500,4.050,3.277,0,1.000,3.277,0,6.742,0,34,wrong_flanking,prev only — meta-fallback produced symmetric depths from one-sided data
"593.80,289.30",593.80,289.30,"557.0,301.5",motorway-link-31,lafayette-avenue-1,24.27,,0.000,0.00,5.28,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"595.20,-20.70",595.20,-20.70,,park-avenue-7,truman-parkway-4,84.74,,4.067,2.00,3.65,11.070,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 11.070m exceeds TOL=0.5
"595.20,-20.70",595.20,-20.70,,truman-parkway-4,park-avenue-7,95.24,,0.000,0.00,2.00,11.530,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 11.530m exceeds TOL=0.5
"595.20,-20.70",595.20,-20.70,"382.0,115.0",truman-parkway-4,park-avenue-7,95.49,,4.500,3.65,4.69,0.001,1,0.000,1,0,0,sidewalk,sidewalk,1.00,3.69,2.13,1.52,,,3.234,4.050,4.500,4.050,5.074,1,0.782,4.050,0,15.541,0,34,ok,
"595.20,-20.70",595.20,-20.70,"572.0,129.0",park-avenue-7,truman-parkway-4,84.53,,0.000,4.69,0.00,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"598.00,-31.00",598.00,-31.00,,park-avenue-0,truman-parkway-4,83.75,,0.000,0.00,0.00,11.012,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 11.012m exceeds TOL=0.5
"598.00,-31.00",598.00,-31.00,,truman-parkway-4,park-avenue-4,95.67,,0.000,3.65,0.00,11.120,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 11.120m exceeds TOL=0.5
"598.00,-31.00",598.00,-31.00,"611.0,-247.0",park-avenue-4,truman-parkway-5,84.11,,4.500,4.69,3.65,0.000,1,0.000,0,0,1,sidewalk,,2.13,1.52,,,,,4.031,4.031,4.500,4.050,4.031,0,1.000,4.031,0,17.614,0,34,wrong_flanking,prev only — meta-fallback produced symmetric depths from one-sided data
"598.00,-31.00",598.00,-31.00,"653.5,-236.0",truman-parkway-5,park-avenue-0,96.47,,0.000,0.00,4.69,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"607.00,-16.30",607.00,-16.30,,park-avenue-7,truman-parkway-3,84.52,,0.000,2.00,0.00,10.922,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 10.922m exceeds TOL=0.5
"607.00,-16.30",607.00,-16.30,,truman-parkway-3,park-avenue-3,96.27,,0.000,3.65,0.00,10.893,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 10.893m exceeds TOL=0.5
"607.00,-16.30",607.00,-16.30,"572.0,129.0",truman-parkway-6,park-avenue-7,96.14,,0.000,0.00,4.69,0.001,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.001 (likely notConvex or R<=0.05)
"607.00,-16.30",607.00,-16.30,"641.5,65.0",park-avenue-3,truman-parkway-6,83.06,,4.500,4.69,3.65,0.001,1,0.000,1,0,1,sidewalk,,2.13,1.52,,,,,4.031,4.031,4.500,4.050,4.031,0,1.000,4.031,0,17.803,0,34,wrong_flanking,prev only — meta-fallback produced symmetric depths from one-sided data
"609.70,-26.40",609.70,-26.40,,park-avenue-0,truman-parkway-3,84.39,,0.000,0.00,3.65,10.917,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 10.917m exceeds TOL=0.5
"609.70,-26.40",609.70,-26.40,,truman-parkway-3,park-avenue-0,96.50,,0.000,0.00,0.00,10.911,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 10.911m exceeds TOL=0.5
"609.70,-26.40",609.70,-26.40,"653.5,-236.0",park-avenue-0,truman-parkway-3,83.77,,0.000,4.69,0.00,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"609.70,-26.40",609.70,-26.40,"684.5,-98.0",truman-parkway-3,park-avenue-0,95.35,,4.500,3.65,4.69,0.001,1,0.000,0,1,1,,,,,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"621.00,-67.90",621.00,-67.90,"671.5,-235.0",truman-parkway-3,grattan-street,14.45,,0.000,3.65,0.00,0.002,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.002 (likely notConvex or R<=0.05)
"621.00,-67.90",621.00,-67.90,"684.5,-98.0",grattan-street,truman-parkway-3,165.88,,4.500,8.55,3.65,0.001,1,0.000,1,1,0,,sidewalk,,,7.03,1.52,,,4.050,4.050,4.500,4.050,8.931,1,0.429,4.050,0,2.598,0,34,wrong_flanking,next only — meta-fallback produced symmetric depths from one-sided data
"622.50,674.60",622.50,674.60,,gravois-avenue-1,motorway-4,49.66,,0.000,0.00,0.00,18.311,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 18.311m exceeds TOL=0.5
"622.50,674.60",622.50,674.60,"118.0,744.0",gravois-avenue-1,motorway-4,50.54,,0.000,6.52,0.00,0.001,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.001 (likely notConvex or R<=0.05)
"622.50,674.60",622.50,674.60,"118.0,744.0",motorway-4,gravois-avenue-1,129.71,,0.000,0.00,0.00,0.001,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.001 (likely notConvex or R<=0.05)
"622.50,674.60",622.50,674.60,"613.0,660.5",motorway-4,gravois-avenue-1,130.08,,0.000,0.00,6.52,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"631.70,-465.20",631.70,-465.20,"459.5,-414.0",dolman-street-0,chouteau-avenue-1,90.04,,3.366,1.52,1.99,0.000,1,0.000,1,0,0,sidewalk,sidewalk,0.47,1.52,0.00,1.52,8,2,1.905,2.374,3.366,3.029,2.374,0,1.000,2.374,0,8.395,0,34,ok,
"631.70,-465.20",631.70,-465.20,"611.0,-247.0",chouteau-avenue-1,dolman-street-0,90.12,,4.407,1.99,2.90,0.000,1,0.000,1,0,0,sidewalk,sidewalk,1.38,1.52,2.13,1.52,,,3.967,3.230,4.407,3.967,4.031,1,0.982,3.967,0,15.856,0,34,ok,
"646.00,-698.80",646.00,-698.80,"651.0,-700.0",south-18th-street-7,gratiot-street,83.36,,0.000,2.77,0.00,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"646.00,-698.80",646.00,-698.80,"652.0,-627.0",gratiot-street,south-18th-street-7,92.49,,4.500,14.24,2.77,0.001,1,0.000,1,0,1,sidewalk,,1.25,1.52,,,,,3.151,3.151,4.500,4.050,3.151,0,1.000,3.151,0,14.542,0,34,wrong_flanking,prev only — meta-fallback produced symmetric depths from one-sided data
"646.50,676.90",646.50,676.90,,motorway-4,south-12th-street-0,102.64,,0.000,0.00,2.27,12.158,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 12.158m exceeds TOL=0.5
"646.50,676.90",646.50,676.90,"118.0,744.0",south-12th-street-0,motorway-4,75.27,,0.000,2.27,0.00,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"646.50,676.90",646.50,676.90,"118.0,744.0",motorway-4,south-12th-street-0,104.96,,0.000,0.00,1.52,0.001,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.001 (likely notConvex or R<=0.05)
"646.50,676.90",646.50,676.90,"734.5,654.0",south-12th-street-0,motorway-4,77.13,,0.000,1.52,0.00,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"646.60,-461.30",646.60,-461.30,"677.5,-465.0",secondary-link-30,chouteau-avenue-1,29.66,,2.347,2.90,2.00,0.000,1,0.000,0,1,1,,,,,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"649.90,651.90",649.90,651.90,,gravois-avenue-1,south-tucker-boulevard,153.26,,4.500,6.52,4.90,11.767,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 11.767m exceeds TOL=0.5
"655.30,-696.70",655.30,-696.70,"55.0,-767.0",south-18th-street-6,gratiot-street,93.68,,0.000,0.00,0.00,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"655.30,-696.70",655.30,-696.70,"651.0,-700.0",gratiot-street,south-18th-street-6,86.53,,0.000,0.00,2.77,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"655.30,-696.70",655.30,-696.70,"652.0,-627.0",south-18th-street-6,gratiot-street,89.03,,4.500,2.77,14.24,0.000,1,0.000,1,1,0,,sidewalk,,,1.25,1.52,,,3.151,3.151,4.500,4.050,3.151,0,1.000,3.151,0,15.115,0,34,wrong_flanking,next only — meta-fallback produced symmetric depths from one-sided data
"655.30,-696.70",655.30,-696.70,"706.0,-628.0",gratiot-street,south-18th-street-6,90.75,,0.000,14.24,0.00,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"655.70,643.70",655.70,643.70,"590.0,634.0",ozark-expressway-0,south-tucker-boulevard,132.35,,0.000,0.00,4.90,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"655.70,643.70",655.70,643.70,"734.5,654.0",ozark-expressway-0,south-tucker-boulevard,132.60,,0.000,0.00,1.53,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"655.70,643.70",655.70,643.70,"744.5,624.0",south-tucker-boulevard,ozark-expressway-0,47.48,,0.000,1.53,0.00,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"658.20,-552.30",658.20,-552.30,"55.0,-767.0",south-18th-street-5,papin-street-5,74.09,,2.679,5.91,1.52,0.000,1,0.000,1,0,0,sidewalk,sidewalk,0.00,1.52,1.37,1.52,9,13,2.411,1.449,2.679,2.411,3.277,1,0.701,2.411,0,6.904,0,34,ok,
"658.20,-552.30",658.20,-552.30,"55.0,-767.0",papin-street-6,south-18th-street-5,74.78,,4.500,6.97,5.91,0.001,1,4.739,1,1,0,,sidewalk,,,0.00,1.52,,9,1.905,1.905,4.500,4.050,1.905,0,1.000,1.905,0,12.611,0,34,wrong_flanking,next only — meta-fallback produced symmetric depths from one-sided data
"658.20,-552.30",658.20,-552.30,"652.0,-627.0",south-18th-street-5,papin-street-1,87.74,,0.000,0.00,6.97,0.001,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.001 (likely notConvex or R<=0.05)
"658.20,-552.30",658.20,-552.30,"680.0,-504.0",papin-street-1,south-18th-street-5,91.96,,0.000,1.52,0.00,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"658.30,-726.70",658.30,-726.70,"651.0,-700.0",south-18th-street-6,south-18th-street-7,19.92,,3.059,2.77,2.77,0.001,1,26.262,0,1,1,lawn,lawn,0.00,0.00,0.00,0.00,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"668.40,-205.40",668.40,-205.40,"684.5,-98.0",hickory-lane,grattan-street,90.59,,4.500,2.90,8.55,0.001,1,0.000,1,0,1,sidewalk,,7.03,1.52,,,,,4.050,4.050,4.500,4.050,8.931,1,0.429,4.050,0,16.444,0,34,wrong_flanking,prev only — meta-fallback produced symmetric depths from one-sided data
"668.40,-205.40",668.40,-205.40,"730.5,-252.0",grattan-street,hickory-lane,89.02,,4.500,8.55,2.90,0.000,1,0.000,0,1,1,,,,,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"670.30,-556.60",670.30,-556.60,"652.0,-627.0",papin-street-1,south-18th-street-6,91.89,,4.500,6.97,2.77,0.001,1,0.000,1,0,0,sidewalk,sidewalk,1.25,1.52,1.25,1.52,,,3.151,3.151,4.500,4.050,3.151,0,1.000,3.151,0,14.638,0,34,ok,
"670.30,-556.60",670.30,-556.60,"680.0,-504.0",south-18th-street-6,papin-street-1,87.99,,3.257,2.77,1.52,0.001,1,0.000,0,0,1,sidewalk,,1.25,1.52,,,,,2.932,2.932,3.257,2.932,3.151,1,0.921,2.932,0,8.863,0,34,wrong_flanking,prev only — meta-fallback produced symmetric depths from one-sided data
"670.30,-556.60",670.30,-556.60,"706.0,-628.0",south-18th-street-6,papin-street-1,92.43,,0.000,0.00,6.97,0.001,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.001 (likely notConvex or R<=0.05)
"670.30,-556.60",670.30,-556.60,"854.5,16.5",papin-street-1,south-18th-street-6,87.69,,0.000,1.52,0.00,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"677.20,-492.40",677.20,-492.40,"677.5,-465.0",south-18th-street-5,secondary-link-30,25.73,,3.310,5.91,2.90,0.001,1,12.541,0,1,1,,,,,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"679.90,606.30",679.90,606.30,"593.5,577.0",ozark-expressway-1,south-tucker-boulevard,182.07,,0.000,0.00,4.90,0.002,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.002 (likely notConvex or R<=0.05)
"679.90,606.30",679.90,606.30,"744.5,624.0",south-tucker-boulevard,south-tucker-boulevard,100.90,,0.000,0.00,1.53,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
