ix_key,V_x,V_y,blockKey,corner_legA_skel,corner_legB_skel,theta_deg,R_authored,R_used,d_A,d_B,vertex_match_dist,vertex_matched,bezier_consumed_span_len,arc_span_present,prevMeta_skip,nextMeta_skip,prevMeta_terminal,nextMeta_terminal,prevMeta_tl,prevMeta_sw,nextMeta_tl,nextMeta_sw,prevMeta_edgeOrd,nextMeta_edgeOrd,cw_plus_tl_sw_A,cw_plus_tl_sw_B,arc_R,cusp_safeMax,cusp_totalMax,cusp_fired,cusp_scale_k,dCorner,ramp_min_fired,pad_area_m2,pad_selfintersects,pad_ring_vertex_count,failure_mode,notes
"-1004.80,-56.20",-1004.80,-56.20,"-1029.0,-114.5",henrietta-street-1,nebraska-avenue,90.11,,3.370,1.52,1.52,0.000,1,0.000,0,1,1,,,,,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"-1004.80,-56.20",-1004.80,-56.20,"-1038.5,-14.0",nebraska-avenue,henrietta-street-1,91.11,,3.425,1.52,1.52,0.001,1,0.000,0,1,1,,,,,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"-1018.30,656.30",-1018.30,656.30,,accomac-street,oregon-avenue,88.63,,4.500,2.90,2.90,157.468,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 157.468m exceeds TOL=0.5
"-1018.30,656.30",-1018.30,656.30,,accomac-street,oregon-avenue,89.18,,4.500,2.90,2.90,157.061,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 157.061m exceeds TOL=0.5
"-1018.30,656.30",-1018.30,656.30,,oregon-avenue,accomac-street,90.90,,4.500,2.90,2.90,150.156,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 150.156m exceeds TOL=0.5
"-1018.30,656.30",-1018.30,656.30,,oregon-avenue,accomac-street,91.29,,4.500,2.90,2.90,164.161,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 164.161m exceeds TOL=0.5
"-1020.20,42.20",-1020.20,42.20,"-1038.5,-14.0",lafayette-avenue-0,nebraska-avenue,89.95,,3.361,7.77,1.52,0.000,1,0.000,0,1,1,,,,,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"-1020.20,42.20",-1020.20,42.20,"-1045.5,106.0",nebraska-avenue,lafayette-avenue-0,89.69,,3.347,1.52,5.28,0.001,1,0.000,1,0,0,sidewalk,sidewalk,0.00,1.52,0.00,1.52,2,2,1.905,1.905,3.347,3.012,1.905,0,1.000,1.905,0,7.363,0,34,ok,
"-1020.20,42.20",-1020.20,42.20,"-735.5,130.0",lafayette-avenue-0,nebraska-avenue,90.33,,3.382,5.28,1.52,0.001,1,0.000,0,1,1,none,,0.00,0.00,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"-1020.20,42.20",-1020.20,42.20,"-888.0,-141.5",nebraska-avenue,lafayette-avenue-0,90.03,,3.365,1.52,7.77,0.001,1,0.000,1,1,0,,sidewalk,,,0.00,1.52,,,1.905,1.905,3.365,3.029,1.905,0,1.000,1.905,0,7.390,0,34,wrong_flanking,next only — meta-fallback produced symmetric depths from one-sided data
"-1023.20,-906.60",-1023.20,-906.60,,chouteau-avenue-0,south-cardinal-avenue,89.41,,3.332,1.99,1.52,285.353,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 285.353m exceeds TOL=0.5
"-1023.20,-906.60",-1023.20,-906.60,,south-cardinal-avenue,chouteau-avenue-0,90.29,,3.380,1.52,1.99,298.758,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 298.758m exceeds TOL=0.5
"-1025.50,-370.60",-1025.50,-370.60,,montrose-avenue-1,park-avenue-10,86.08,,3.162,1.52,4.69,14.852,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 14.852m exceeds TOL=0.5
"-1025.50,-370.60",-1025.50,-370.60,,park-avenue-10,montrose-avenue-1,95.75,,3.712,4.69,1.52,29.429,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 29.429m exceeds TOL=0.5
"-1042.10,177.70",-1042.10,177.70,,nebraska-avenue,officer-david-haynes-memorial-highway-8,87.45,,0.000,1.52,0.00,12.097,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 12.097m exceeds TOL=0.5
"-1042.10,177.70",-1042.10,177.70,"-1045.5,106.0",officer-david-haynes-memorial-highway-8,nebraska-avenue,92.59,,0.000,0.00,1.52,0.001,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.001 (likely notConvex or R<=0.05)
"-1042.10,177.70",-1042.10,177.70,"-735.5,130.0",nebraska-avenue,officer-david-haynes-memorial-highway-8,87.39,,0.000,1.52,0.00,0.001,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.001 (likely notConvex or R<=0.05)
"-1042.10,177.70",-1042.10,177.70,"-752.5,225.0",officer-david-haynes-memorial-highway-8,nebraska-avenue,92.57,,0.000,0.00,1.52,0.001,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.001 (likely notConvex or R<=0.05)
"-1045.30,197.90",-1045.30,197.90,,nebraska-avenue,officer-david-haynes-memorial-highway-3,87.28,,0.000,1.52,0.00,12.099,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 12.099m exceeds TOL=0.5
"-1045.30,197.90",-1045.30,197.90,,officer-david-haynes-memorial-highway-3,nebraska-avenue,92.46,,0.000,0.00,1.52,12.097,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 12.097m exceeds TOL=0.5
"-1045.30,197.90",-1045.30,197.90,"-752.5,225.0",nebraska-avenue,officer-david-haynes-memorial-highway-3,87.41,,0.000,1.52,0.00,0.001,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.001 (likely notConvex or R<=0.05)
"-1045.30,197.90",-1045.30,197.90,"-757.0,369.5",officer-david-haynes-memorial-highway-3,nebraska-avenue,92.85,,0.000,0.00,1.52,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"-1046.10,-817.70",-1046.10,-817.70,,lasalle-street-2,south-cardinal-avenue,90.36,,3.383,1.52,1.52,247.409,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 247.409m exceeds TOL=0.5
"-1046.10,-817.70",-1046.10,-817.70,,south-cardinal-avenue,lasalle-street-2,90.73,,3.404,1.52,1.52,252.479,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 252.479m exceeds TOL=0.5
"-106.50,679.90",-106.50,679.90,"-210.0,582.5",russell-boulevard-0,mcnair-avenue,79.49,,3.023,1.60,1.65,0.000,1,0.000,0,1,1,,,,,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"-106.50,679.90",-106.50,679.90,"-229.0,696.5",mcnair-avenue,russell-boulevard-0,100.55,,4.062,1.65,1.52,0.000,1,0.000,0,1,1,,,,,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"-106.50,679.90",-106.50,679.90,"-3.0,656.0",mcnair-avenue,russell-boulevard-0,100.54,,4.061,1.52,1.60,0.000,1,0.000,0,1,1,,,,,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"-106.50,679.90",-106.50,679.90,"118.0,744.0",russell-boulevard-0,mcnair-avenue,79.43,,2.873,1.52,1.52,0.001,1,0.000,1,1,0,,sidewalk,,,0.00,1.52,,26,1.905,1.905,2.873,2.585,1.905,0,1.000,1.905,0,6.616,0,34,wrong_flanking,next only — meta-fallback produced symmetric depths from one-sided data
"-1068.70,341.40",-1068.70,341.40,,allen-avenue-1,nebraska-avenue,89.65,,3.344,1.52,1.52,65.101,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 65.101m exceeds TOL=0.5
"-1068.70,341.40",-1068.70,341.40,,nebraska-avenue,allen-avenue-1,90.48,,3.390,1.52,1.93,70.902,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 70.902m exceeds TOL=0.5
"-1071.00,-725.90",-1071.00,-725.90,,hickory-street-3,south-cardinal-avenue,89.81,,3.353,1.52,1.52,213.992,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 213.992m exceeds TOL=0.5
"-1071.00,-725.90",-1071.00,-725.90,,hickory-street-3,south-cardinal-avenue,89.96,,3.361,1.52,1.52,232.090,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 232.090m exceeds TOL=0.5
"-1071.00,-725.90",-1071.00,-725.90,,south-cardinal-avenue,hickory-street-3,90.01,,3.364,1.52,1.52,218.115,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 218.115m exceeds TOL=0.5
"-1071.00,-725.90",-1071.00,-725.90,,south-cardinal-avenue,hickory-street-3,90.22,,3.375,1.52,1.52,228.218,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 228.218m exceeds TOL=0.5
"-1085.10,443.40",-1085.10,443.40,,russell-boulevard-3,nebraska-avenue,69.55,,2.535,1.52,1.52,114.842,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 114.842m exceeds TOL=0.5
"-1085.10,443.40",-1085.10,443.40,,nebraska-avenue,russell-boulevard-1,71.97,,2.609,1.52,1.60,103.825,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 103.825m exceeds TOL=0.5
"-1085.10,443.40",-1085.10,443.40,,nebraska-avenue,russell-boulevard-2,89.82,,3.354,1.52,1.52,123.692,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 123.692m exceeds TOL=0.5
"-1085.10,443.40",-1085.10,443.40,,russell-boulevard-2,nebraska-avenue,90.00,,3.364,1.60,1.52,115.224,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 115.224m exceeds TOL=0.5
"-1096.00,-632.80",-1096.00,-632.80,,rutger-street-3,south-cardinal-avenue,88.87,,3.303,1.52,1.52,187.270,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 187.270m exceeds TOL=0.5
"-1096.00,-632.80",-1096.00,-632.80,,south-cardinal-avenue,rutger-street-3,89.26,,3.323,1.52,1.52,188.552,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 188.552m exceeds TOL=0.5
"-1096.00,-632.80",-1096.00,-632.80,,rutger-street-3,south-cardinal-avenue,90.70,,3.403,1.52,1.52,202.928,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 202.928m exceeds TOL=0.5
"-1096.00,-632.80",-1096.00,-632.80,,south-cardinal-avenue,rutger-street-3,91.17,,3.429,1.52,1.52,201.738,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 201.738m exceeds TOL=0.5
"-1104.20,-278.50",-1104.20,-278.50,,pennsylvania-avenue,saint-vincent-avenue-1,89.30,,3.326,1.52,1.52,75.603,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 75.603m exceeds TOL=0.5
"-1104.20,-278.50",-1104.20,-278.50,,saint-vincent-avenue-1,pennsylvania-avenue,89.61,,3.343,1.52,1.52,76.527,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 76.527m exceeds TOL=0.5
"-1104.20,-278.50",-1104.20,-278.50,,pennsylvania-avenue,saint-vincent-avenue-1,90.40,,3.386,1.52,1.52,66.324,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 66.324m exceeds TOL=0.5
"-1104.20,-278.50",-1104.20,-278.50,,saint-vincent-avenue-1,pennsylvania-avenue,90.68,,3.401,1.52,1.52,65.399,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 65.399m exceeds TOL=0.5
"-1117.20,639.10",-1117.20,639.10,,accomac-street,nebraska-avenue,88.75,,3.297,2.90,1.52,230.266,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 230.266m exceeds TOL=0.5
"-1117.20,639.10",-1117.20,639.10,,accomac-street,nebraska-avenue,90.34,,3.382,2.90,1.52,233.446,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 233.446m exceeds TOL=0.5
"-1117.20,639.10",-1117.20,639.10,,nebraska-avenue,accomac-street,90.43,,3.387,1.52,2.90,223.917,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 223.917m exceeds TOL=0.5
"-1117.20,639.10",-1117.20,639.10,,nebraska-avenue,accomac-street,90.49,,3.391,1.52,2.90,239.539,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 239.539m exceeds TOL=0.5
"-1120.40,-178.90",-1120.40,-178.90,,eads-avenue-0,pennsylvania-avenue,89.23,,3.322,2.37,1.52,72.601,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 72.601m exceeds TOL=0.5
"-1120.40,-178.90",-1120.40,-178.90,,eads-avenue-0,pennsylvania-avenue,89.64,,3.344,1.52,1.52,62.467,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 62.467m exceeds TOL=0.5
"-1120.40,-178.90",-1120.40,-178.90,,pennsylvania-avenue,eads-avenue-0,90.01,,3.364,1.52,2.37,62.397,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 62.397m exceeds TOL=0.5
"-1120.40,-178.90",-1120.40,-178.90,,pennsylvania-avenue,eads-avenue-0,91.11,,3.426,1.52,1.52,72.671,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 72.671m exceeds TOL=0.5
"-124.50,793.00",-124.50,793.00,"-229.0,696.5",ann-avenue-0,mcnair-avenue,80.17,,2.902,1.52,1.65,0.001,1,0.000,1,1,0,,sidewalk,,,0.00,1.52,,1,1.905,1.905,2.902,2.612,1.905,0,1.000,1.905,0,17.644,1,68,selfint,
"-124.50,793.00",-124.50,793.00,"118.0,744.0",ann-avenue-0,mcnair-avenue,79.23,,2.865,1.53,1.52,0.001,1,0.000,1,0,0,sidewalk,sidewalk,0.00,1.52,0.00,1.52,25,24,1.905,1.905,2.865,2.578,1.905,0,1.000,1.905,0,6.603,0,34,ok,
"-124.50,793.00",-124.50,793.00,"118.0,744.0",mcnair-avenue,ann-avenue-0,100.06,,4.036,1.65,1.53,0.001,1,2.927,1,0,0,sidewalk,sidewalk,0.00,1.52,0.00,1.52,22,25,1.905,1.910,4.036,3.632,1.910,0,1.000,1.910,0,8.364,0,34,ok,
"-124.50,793.00",-124.50,793.00,"118.0,744.0",mcnair-avenue,ann-avenue-0,100.55,,4.062,1.52,1.52,0.001,1,0.000,1,0,1,sidewalk,,0.00,1.52,,,24,,1.905,1.905,4.062,3.656,1.905,0,1.000,1.905,0,8.366,0,34,wrong_flanking,prev only — meta-fallback produced symmetric depths from one-sided data
"-134.20,-325.60",-134.20,-325.60,"-188.5,-453.5",rutger-street-2,missouri-avenue-3,102.15,,2.752,1.52,1.00,0.001,1,0.000,0,1,1,,,,,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"-134.20,-325.60",-134.20,-325.60,"-240.5,-301.5",missouri-avenue-3,rutger-street-2,78.04,,1.850,1.00,1.52,0.000,1,1.829,0,1,1,,,,,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"-134.20,-325.60",-134.20,-325.60,"-75.0,-320.5",missouri-avenue-3,rutger-street-2,75.34,,2.721,2.12,1.52,0.001,1,2.211,1,0,0,sidewalk,sidewalk,0.00,1.52,1.00,1.12,,,2.449,1.867,2.721,2.449,2.503,1,0.975,2.449,0,7.627,0,34,ok,
"-134.20,-325.60",-134.20,-325.60,"-75.0,-320.5",rutger-street-2,missouri-avenue-3,104.47,,4.400,1.52,2.12,0.001,1,2.746,1,1,0,,sidewalk,,,0.00,1.52,,,1.905,1.905,4.400,3.960,1.905,0,1.000,1.905,0,8.468,0,34,wrong_flanking,next only — meta-fallback produced symmetric depths from one-sided data
"-142.30,304.90",-142.30,304.90,"-322.5,241.5",officer-david-haynes-memorial-highway-6,officer-david-haynes-memorial-highway-6,13.03,,0.000,0.00,0.00,0.003,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.003 (likely notConvex or R<=0.05)
"-145.10,428.60",-145.10,428.60,,geyer-avenue-8,geyer-avenue-5,89.96,,0.000,1.52,0.00,10.298,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 10.298m exceeds TOL=0.5
"-145.10,428.60",-145.10,428.60,,geyer-avenue-5,geyer-avenue-8,90.03,,0.000,0.00,1.52,10.291,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 10.291m exceeds TOL=0.5
"-147.00,172.40",-147.00,172.40,"-132.5,265.0",simpson-place,lafayette-avenue-3,89.84,,3.355,1.52,5.28,0.001,1,0.000,1,1,0,,sidewalk,,,0.00,1.52,,,1.905,1.905,3.355,3.019,1.905,0,1.000,1.905,0,7.375,0,34,wrong_flanking,next only — meta-fallback produced symmetric depths from one-sided data
"-147.00,172.40",-147.00,172.40,"-132.5,265.0",lafayette-avenue-3,simpson-place,90.18,,3.374,5.28,1.52,0.001,1,0.000,1,0,1,sidewalk,,0.00,1.52,,,,,1.905,1.905,3.374,3.036,1.905,0,1.000,1.905,0,7.403,0,34,wrong_flanking,prev only — meta-fallback produced symmetric depths from one-sided data
"-147.80,436.20",-147.80,436.20,,geyer-avenue-8,geyer-avenue-2,89.91,,0.000,1.52,0.00,10.289,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 10.289m exceeds TOL=0.5
"-147.80,436.20",-147.80,436.20,,geyer-avenue-2,geyer-avenue-8,90.09,,0.000,0.00,1.52,10.301,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 10.301m exceeds TOL=0.5
"-154.00,-220.90",-154.00,-220.90,"-264.5,-164.5",missouri-avenue-2,park-avenue-1,89.08,,4.500,5.50,4.92,0.000,1,0.000,1,0,1,sidewalk,,3.19,1.73,,,3,,4.050,4.050,4.500,4.050,5.303,1,0.745,4.050,0,16.721,0,34,wrong_flanking,prev only — meta-fallback produced symmetric depths from one-sided data
"-154.00,-220.90",-154.00,-220.90,"2.0,0.0",park-avenue-1,missouri-avenue-2,90.27,,4.500,4.92,5.28,0.001,1,0.000,1,0,0,sidewalk,sidewalk,3.02,2.26,3.19,1.73,,,3.798,4.050,4.500,4.050,5.666,1,0.694,4.050,0,16.501,0,34,ok,
"-166.10,-222.70",-166.10,-222.70,"-240.5,-301.5",park-avenue-1,missouri-avenue-3,90.25,,2.216,4.59,1.00,0.001,1,0.000,0,1,1,,,,,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"-166.10,-222.70",-166.10,-222.70,"-75.0,-320.5",missouri-avenue-3,park-avenue-1,89.03,,4.500,2.12,4.59,0.000,1,1.765,0,1,1,,,,,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"-177.50,-78.70",-177.50,-78.70,"-264.5,-164.5",albion-place,missouri-avenue-2,90.02,,4.416,2.00,5.50,0.001,1,0.000,1,1,0,,sidewalk,,,1.00,1.00,,1,2.381,2.381,4.416,3.974,2.381,0,1.000,2.381,0,12.329,0,34,wrong_flanking,next only — meta-fallback produced symmetric depths from one-sided data
"-177.50,-78.70",-177.50,-78.70,"-297.0,21.5",missouri-avenue-2,albion-place,89.97,,4.485,5.50,2.03,0.000,1,0.000,1,0,1,sidewalk,,1.03,1.00,,,,,2.414,2.414,4.485,4.037,2.414,0,1.000,2.414,0,12.711,0,34,wrong_flanking,prev only — meta-fallback produced symmetric depths from one-sided data
"-194.60,24.70",-194.60,24.70,"-297.0,21.5",missouri-avenue-2,whittemore-place,89.97,,4.500,5.50,2.58,0.000,1,0.000,1,0,1,sidewalk,,1.33,1.25,,,,,2.961,2.961,4.500,4.050,2.961,0,1.000,2.961,0,14.472,0,34,wrong_flanking,prev only — meta-fallback produced symmetric depths from one-sided data
"-194.60,24.70",-194.60,24.70,"-297.0,21.5",whittemore-place,missouri-avenue-2,90.06,,4.500,2.58,5.50,0.000,1,0.000,1,1,0,,sidewalk,,,1.33,1.25,,,2.961,2.961,4.500,4.050,2.961,0,1.000,2.961,0,14.458,0,34,wrong_flanking,next only — meta-fallback produced symmetric depths from one-sided data
"-206.30,406.90",-206.30,406.90,,geyer-avenue-7,geyer-avenue-5,88.70,,0.000,1.52,0.00,10.332,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 10.332m exceeds TOL=0.5
"-206.30,406.90",-206.30,406.90,,geyer-avenue-5,geyer-avenue-7,91.36,,0.000,0.00,1.52,10.371,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 10.371m exceeds TOL=0.5
"-209.20,414.50",-209.20,414.50,,geyer-avenue-7,geyer-avenue-2,88.58,,0.000,1.52,0.00,10.316,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 10.316m exceeds TOL=0.5
"-209.20,414.50",-209.20,414.50,,geyer-avenue-2,geyer-avenue-7,91.40,,0.000,0.00,1.52,10.379,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 10.379m exceeds TOL=0.5
"-217.10,161.30",-217.10,161.30,"-297.0,21.5",lafayette-avenue-3,missouri-avenue-2,90.15,,4.500,7.77,5.50,0.001,1,0.000,1,1,0,,sidewalk,,,3.56,4.21,,,4.050,4.050,4.500,4.050,8.151,1,0.472,4.050,0,16.525,0,34,wrong_flanking,next only — meta-fallback produced symmetric depths from one-sided data
"-217.10,161.30",-217.10,161.30,"2.0,0.0",missouri-avenue-2,lafayette-avenue-3,89.64,,4.500,5.28,7.77,0.001,1,0.000,1,0,0,sidewalk,sidewalk,3.56,4.21,3.02,2.26,,,2.876,4.050,4.500,4.050,8.151,1,0.472,4.050,0,16.617,0,34,ok,
"-217.30,-691.90",-217.30,-691.90,"-140.0,-613.5",chouteau-avenue-0,south-jefferson-avenue-2,90.79,,3.407,1.99,1.52,0.000,1,0.000,1,0,1,sidewalk,,0.00,1.52,,,2,,1.905,1.905,3.407,3.067,1.905,0,1.000,1.905,0,7.453,0,34,wrong_flanking,prev only — meta-fallback produced symmetric depths from one-sided data
"-217.30,-691.90",-217.30,-691.90,"-331.5,-673.0",south-jefferson-avenue-2,chouteau-avenue-0,89.31,,4.350,7.11,1.99,0.001,1,0.000,1,0,1,sidewalk,,0.47,1.52,,,3,,2.374,2.374,4.350,3.915,2.374,0,1.000,2.374,0,12.156,0,34,wrong_flanking,prev only — meta-fallback produced symmetric depths from one-sided data
"-217.30,-691.90",-217.30,-691.90,"55.0,-767.0",south-jefferson-avenue-0,chouteau-avenue-0,72.49,,2.626,1.52,2.00,0.000,1,0.000,0,1,0,,sidewalk,,,2.00,5.11,,,2.363,2.363,2.626,2.363,7.492,1,0.279,2.363,0,7.451,0,34,wrong_flanking,next only — meta-fallback produced symmetric depths from one-sided data
"-217.30,-691.90",-217.30,-691.90,"55.0,-767.0",chouteau-avenue-0,south-jefferson-avenue-12,72.63,,2.631,2.00,1.52,0.000,1,0.000,1,0,0,sidewalk,sidewalk,2.00,5.11,0.48,1.52,,28,0.941,2.368,2.631,2.368,7.492,1,0.279,2.368,0,7.289,0,34,ok,
"-244.30,-602.70",-244.30,-602.70,"-331.5,-673.0",lasalle-street-4,south-jefferson-avenue-2,92.08,,3.482,1.52,7.11,0.001,1,0.000,0,1,1,,,,,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"-244.30,-602.70",-244.30,-602.70,"-357.0,-584.5",south-jefferson-avenue-2,lasalle-street-4,86.75,,3.195,7.11,1.52,0.000,1,0.000,0,1,1,,,,,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"-249.20,-587.80",-249.20,-587.80,"-140.0,-613.5",south-jefferson-avenue-2,lasalle-street-0,87.12,,3.213,1.52,1.52,0.000,1,0.000,1,1,0,,sidewalk,,,0.00,1.52,,2,1.905,1.905,3.213,2.892,1.905,0,1.000,1.905,0,7.160,0,34,wrong_flanking,next only — meta-fallback produced symmetric depths from one-sided data
"-249.20,-587.80",-249.20,-587.80,"-188.5,-453.5",lasalle-street-0,south-jefferson-avenue-2,92.21,,3.490,1.52,1.52,0.000,1,0.000,0,1,1,,,,,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"-25.30,191.60",-25.30,191.60,,waverly-place-0,lafayette-avenue-3,89.64,,0.000,0.00,5.28,17.415,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 17.415m exceeds TOL=0.5
"-25.30,191.60",-25.30,191.60,"-132.5,265.0",lafayette-avenue-3,waverly-place-0,90.33,,4.500,5.28,3.84,0.001,1,0.000,1,0,1,sidewalk,,2.31,1.52,,,,,4.050,4.050,4.500,4.050,4.218,1,0.956,4.050,0,16.556,0,34,wrong_flanking,prev only — meta-fallback produced symmetric depths from one-sided data
"-260.90,154.20",-260.90,154.20,"-132.5,265.0",lafayette-avenue-3,missouri-avenue-1,89.97,,4.500,5.28,5.28,0.001,1,0.000,0,1,1,none,,0.00,0.00,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"-260.90,154.20",-260.90,154.20,"-132.5,265.0",missouri-avenue-1,lafayette-avenue-3,90.08,,4.500,5.50,5.28,0.001,1,0.000,1,0,1,sidewalk,none,3.76,1.52,0.00,0.00,,,4.050,4.050,4.500,4.050,5.661,1,0.695,4.050,0,16.538,0,34,wrong_flanking,prev only — meta-fallback produced symmetric depths from one-sided data
"-272.80,-513.10",-272.80,-513.10,"-357.0,-584.5",hickory-street-2,south-jefferson-avenue-2,92.49,,3.506,1.52,7.11,0.000,1,0.000,0,1,1,,,,,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"-272.80,-513.10",-272.80,-513.10,"-406.0,-413.0",south-jefferson-avenue-2,hickory-street-2,87.80,,3.248,7.11,1.52,0.001,1,0.000,1,1,0,,sidewalk,,,2.00,5.11,,,2.923,2.923,3.248,2.923,7.492,1,0.357,2.923,0,8.830,0,34,wrong_flanking,next only — meta-fallback produced symmetric depths from one-sided data
"-297.10,374.60",-297.10,374.60,,geyer-avenue-5,missouri-avenue-0,79.99,,0.000,0.00,5.28,8.408,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 8.408m exceeds TOL=0.5
"-297.10,374.60",-297.10,374.60,,geyer-avenue-4,geyer-avenue-4,97.67,,3.845,1.52,1.52,3.911,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 3.911m exceeds TOL=0.5
