kind,chainIdx,chainName,side,blockKey,edgeOrd,segOrds,adjacentLu,selfInt,overshootsRing,blockKeyDrifted,hasTerminalSidewalk,tlDepth,swDepth,bandRingCount,zeroBands,customs
arc,74,Carroll Street,right,"382.0,115.0",,,,0,,,1,0,1.524,1,0,0
arc,74,Carroll Street,right,"382.0,115.0",,,,0,,,1,0,1.524,1,0,0
arc,172,Park Avenue,right,"382.0,115.0",,,,0,,,1,1,3.693069658822573,3,0,0
arc,1,Mississippi Avenue,right,"2.5,0.0",,,,0,,,1,2.9144876422016814,3.219995027327654,3,0,0
arc,153,Lafayette Avenue,left,"2.5,0.0",,,,0,,,1,3.5560120021971127,4.213893953647322,3,0,0
arc,31,Missouri Avenue,left,"2.5,0.0",,,,0,,,1,3.020838982094821,2.263884048165316,1,0,0
arc,167,Park Avenue,left,"2.5,0.0",,,,0,,,1,3.192626415453148,1.7297401723922992,3,0,0
arc,0,Oregon Place,left,"-735.5,130.0",,,,0,,,1,1.3716000000000002,1.524,3,0,0
arc,62,California Avenue,left,"-735.5,130.0",,,,0,,,1,0,1.524,1,0,0
arc,62,California Avenue,left,"-735.5,130.0",,,,0,,,1,0,1.524,1,0,0
arc,26,Iowa Avenue,right,"-735.5,130.0",,,,0,,,1,0,1.524,1,0,0
arc,26,Iowa Avenue,right,"-735.5,130.0",,,,0,,,1,0,1.524,1,0,0
arc,60,Ohio Avenue,left,"-735.5,130.0",,,,0,,,1,0,1.524,1,0,0
arc,150,Lafayette Avenue,right,"-735.5,130.0",,,,0,,,1,3.756012002197112,1.524,1,0,0
arc,150,Lafayette Avenue,right,"-735.5,130.0",,,,0,,,1,3.756012002197112,1.524,3,0,0
arc,0,Oregon Place,left,"-735.5,130.0",,,,0,,,1,1.3716000000000002,1.524,3,0,0
arc,86,Nebraska Avenue,right,"-1045.5,106.0",2,,,0,,,1,0,1.524,1,0,0
arc,83,Albion Place,right,"-295.5,21.5",,,,0,,,1,1.0330239630137168,1,3,0,0
arc,49,Whittemore Place,left,"-295.5,21.5",,,,0,,,1,1.326821815429419,1.25354467209816,3,0,0
arc,49,Whittemore Place,left,"-295.5,21.5",,,,0,,,1,1.326821815429419,1.25354467209816,3,0,0
arc,157,Lafayette Avenue,left,"-295.5,21.5",,,,0,,,1,3.5560120021971127,4.213893953647322,3,0,0
arc,83,Albion Place,right,"-295.5,21.5",,,,0,,,1,1.0330239630137168,1,1,0,0
arc,17,Vail Place,left,"306.0,-2.0",,,,0,,,1,0,1.524,1,0,0
arc,5,South 18th Street,right,"306.0,-2.0",,,,0,,,1,4.3856,1.524,1,0,0
arc,5,South 18th Street,right,"306.0,-2.0",,,,0,,,1,4.3856,1.524,3,0,0
arc,167,Park Avenue,left,"306.0,-2.0",,,,1,,,1,3.192626415453148,1.7297401723922992,3,0,0
arc,142,Truman Parkway,right,"641.5,65.0",,,,0,,,1,2.1256000000000004,1.524,3,0,0
arc,142,Truman Parkway,right,"641.5,65.0",,,,0,,,1,2.1256000000000004,1.524,3,0,0
arc,177,Park Place,left,"821.5,94.5",,,,0,,,1,0,1.524,1,0,0
arc,179,Park Place,left,"821.5,94.5",,,,0,,,1,0,1.524,1,0,0
arc,179,Park Place,left,"821.5,94.5",,,residential,0,,,1,0,1.524,1,0,0
arc,163,South 14th Street,right,"821.5,94.5",,,,0,,,1,0,1.524,1,0,0
arc,183,South Jefferson Avenue,right,"-592.5,-79.0",,,,0,,,1,0,1.524,1,0,0
arc,183,South Jefferson Avenue,right,"-592.5,-79.0",,,park,0,,,1,0,1.524,1,0,0
arc,62,California Avenue,left,"-592.5,-79.0",,,,0,,,1,0,1.524,1,0,0
arc,62,California Avenue,left,"-592.5,-79.0",,,,0,,,1,0,1.524,1,0,0
arc,39,Saint Vincent Avenue,left,"-592.5,-79.0",,,,0,,,1,0,1.524,1,0,0
arc,39,Saint Vincent Avenue,left,"-592.5,-79.0",,,,0,,,1,0,1.524,1,0,0
arc,171,Park Avenue,right,"-592.5,-79.0",,,,0,,,1,1,3.693069658822573,3,0,0
arc,91,Dolman Street,right,"456.5,15.0",,,,0,,,1,0,1.524,1,0,0
arc,91,Dolman Street,right,"456.5,15.0",,,,0,,,1,0,1.524,1,0,0
arc,172,Park Avenue,right,"456.5,15.0",,,,0,,,1,1,3.693069658822573,3,0,0
arc,175,Park Avenue,right,"-888.0,-141.5",,,,0,,,1,1,3.693069658822573,3,0,0
arc,37,Saint Vincent Avenue,left,"-888.0,-141.5",,,,0,,,1,0,1.524,1,0,0
arc,37,Saint Vincent Avenue,left,"-888.0,-141.5",,,,0,,,1,0,1.524,1,0,0
arc,132,Eads Avenue,right,"-888.0,-141.5",,,,0,,,1,0.8427603314829444,1.524,3,0,0
arc,132,Eads Avenue,right,"-888.0,-141.5",,,,0,,,1,0.8427603314829444,1.524,3,0,0
arc,27,Henrietta Street,right,"-888.0,-141.5",,,,0,,,1,0,1.524,1,0,0
arc,27,Henrietta Street,right,"-888.0,-141.5",,,,0,,,1,0,1.524,1,0,0
arc,86,Nebraska Avenue,left,"-888.0,-141.5",,,,0,,,1,0,1.524,1,0,0
arc,175,Park Avenue,right,"-888.0,-141.5",,,,0,,,1,1,3.693069658822573,1,0,0
arc,48,Rutger Lane,left,"684.5,-98.0",,,,0,,,1,1.3716000000000002,1.524,3,0,0
arc,48,Rutger Lane,left,"684.5,-98.0",,,,0,,,1,1.3716000000000002,1.524,3,0,0
arc,45,Grattan Street,right,"684.5,-98.0",,,,0,,,1,7.025599999999999,1.524,2,0,0
arc,45,Grattan Street,right,"684.5,-98.0",,,,0,,,1,7.025599999999999,1.524,3,0,0
arc,54,Dillon Drive,right,"684.5,-98.0",,,,0,,,1,1.3716000000000002,1.524,3,0,0
arc,143,Truman Parkway,left,"653.5,-236.0",,,,0,,,1,12.775599999999999,1.524,3,0,0
arc,91,Dolman Street,left,"611.0,-247.0",,,,0,,,1,1.3756000000000004,1.524,3,0,0
arc,22,Hickory Street,right,"611.0,-247.0",,,,0,,,1,0,1.524,1,0,0
arc,91,Dolman Street,left,"611.0,-247.0",,,,0,,,1,1.3756000000000004,1.524,1,0,0
arc,91,Dolman Street,left,"611.0,-247.0",,,,0,,,1,1.3756000000000004,1.524,3,0,0
arc,170,Park Avenue,right,"499.0,-175.0",,,,0,,,1,1,3.693069658822573,3,0,0
arc,5,South 18th Street,left,"499.0,-175.0",,,,0,,,1,1.2456,1.524,1,0,0
arc,5,South 18th Street,left,"499.0,-175.0",,,,0,,,1,1.2456,1.524,3,0,0
arc,83,Albion Place,left,"-265.5,-164.5",1,,,0,,,1,1,1,3,0,0
arc,83,Albion Place,left,"-265.5,-164.5",1,,,0,,,1,1,1,3,0,0
arc,167,Park Avenue,right,"342.5,-154.0",,,,0,,,1,1.7258555231174242,2.866669482870156,3,0,0
arc,167,Park Avenue,right,"342.5,-154.0",,,,0,,,1,1.7258555231174242,2.866669482870156,3,0,0
arc,46,St. Vincent Court,left,"-682.5,-180.5",,,,0,,,1,0,1.524,1,0,0
arc,46,St. Vincent Court,left,"-682.5,-180.5",,,,0,,,1,0,1.524,1,0,0
arc,77,Rutger Street,left,"117.5,-299.0",,,,0,,,1,0,1.524,1,0,0
arc,77,Rutger Street,left,"117.5,-299.0",,,,0,,,1,0,1.524,1,0,0
arc,85,Benton Place,left,"117.5,-299.0",,,,0,,,1,1.3716000000000002,1.524,3,0,0
arc,85,Benton Place,left,"117.5,-299.0",,,,0,,,1,1.3716000000000002,1.524,3,0,0
arc,40,Mackay Place,right,"117.5,-299.0",,,,0,,,1,0,1.524,1,0,0
arc,40,Mackay Place,right,"117.5,-299.0",,,,0,,,1,0,1.524,1,0,0
arc,37,Saint Vincent Avenue,left,"-665.5,-256.5",1,,,0,,,1,0,1.524,1,0,0
arc,37,Saint Vincent Avenue,left,"-665.5,-256.5",1,,,0,,,1,0,1.524,1,0,0
arc,78,Rutger Street,right,"-75.0,-320.5",,,,0,,,1,0,1.524,1,0,0
arc,78,Rutger Street,right,"-75.0,-320.5",,,,0,,,1,0,1.524,1,0,0
arc,168,Park Avenue,right,"-406.0,-413.0",,,,0,,,1,1,3.693069658822573,1,0,0
arc,168,Park Avenue,right,"-406.0,-413.0",,,,0,,,1,1,3.693069658822573,3,0,0
arc,69,Caroline Street,right,"-406.0,-413.0",,,,0,,,1,0,1.524,1,0,0
arc,69,Caroline Street,right,"-406.0,-413.0",,,,0,,,1,0,1.524,1,0,0
arc,76,Rutger Street,right,"-406.0,-413.0",,,,0,,,1,0,1.524,1,0,0
arc,76,Rutger Street,right,"-406.0,-413.0",,,,0,,,1,0,1.524,1,0,0
arc,184,South Jefferson Avenue,left,"-406.0,-413.0",,,,0,,,1,2.002554538036364,5.108928968970948,3,0,0
arc,196,West 18th Street,left,"459.5,-414.0",2,,,0,,,1,0,1.524,1,0,0
arc,196,West 18th Street,left,"459.5,-414.0",2,,,0,,,1,0,1.524,1,0,0
arc,65,Lasalle Street,right,"459.5,-414.0",6,,,0,,,1,0,1.524,1,0,0
arc,65,Lasalle Street,right,"459.5,-414.0",6,,,0,,,1,0,1.524,1,0,0
arc,141,Chouteau Avenue,right,"459.5,-414.0",8,,,0,,,1,0.46900241494727446,1.524,3,0,0
arc,69,Caroline Street,left,"-599.5,-503.0",,,,0,,,1,0,1.524,1,0,0
arc,69,Caroline Street,left,"-599.5,-503.0",,,,0,,,1,0,1.524,1,0,0
arc,62,California Avenue,left,"-599.5,-503.0",,,,0,,,1,0,1.524,1,0,0
arc,70,Caroline Street,right,"-599.5,-503.0",,,,0,,,1,0,1.524,1,0,0
arc,70,Caroline Street,right,"-599.5,-503.0",,,,0,,,1,0,1.524,1,0,0
arc,80,Rutger Street,left,"-599.5,-503.0",,,,0,,,1,0,1.524,1,0,0
arc,80,Rutger Street,left,"-599.5,-503.0",,,,0,,,1,0,1.524,1,0,0
arc,25,Hickory Street,right,"-599.5,-503.0",,,,0,,,1,0,1.524,1,0,0
arc,25,Hickory Street,right,"-599.5,-503.0",,,,0,,,1,0,1.524,1,0,0
arc,59,Ohio Avenue,right,"-599.5,-503.0",,,,1,,,1,0,1.524,1,0,0
arc,23,Hickory Street,left,"-188.5,-453.5",,,,0,,,1,0,1.524,1,0,0
arc,23,Hickory Street,left,"-188.5,-453.5",,,,0,,,1,0,1.524,1,0,0
arc,62,California Avenue,right,"-811.5,-399.0",0,,,0,,,1,0.0006568506589585965,1.524,3,0,0
arc,62,California Avenue,right,"-811.5,-399.0",0,,,0,,,1,0.0006568506589585965,1.524,3,0,0
arc,82,Montrose Avenue,left,"-936.5,-423.5",,,,0,,,1,0,1.524,1,0,0
arc,82,Montrose Avenue,left,"-936.5,-423.5",,,,0,,,1,0,1.524,1,0,0
arc,138,Chouteau Avenue,right,"114.0,-497.0",,,,0,,,1,0.46900241494727446,1.524,3,0,0
arc,41,Mackay Place,left,"114.0,-497.0",,,,0,,,1,0,1.524,1,0,0
arc,41,Mackay Place,left,"114.0,-497.0",,,,0,,,1,0,1.524,1,0,0
arc,64,Lasalle Street,right,"114.0,-497.0",,,,0,,,1,0,1.524,1,0,0
arc,64,Lasalle Street,right,"114.0,-497.0",,,,0,,,1,0,1.524,1,0,0
arc,138,Chouteau Avenue,right,"114.0,-497.0",,,,0,,,1,0.46900241494727446,1.524,3,0,0
arc,143,Truman Parkway,right,"716.0,-420.5",,,,1,,,1,2.1256000000000004,1.524,3,0,0
arc,143,Truman Parkway,right,"716.0,-420.5",,,,0,,,1,2.1256000000000004,1.524,3,0,0
arc,228,secondary_link 29,left,"716.0,-420.5",,,,0,,,1,1.3716000000000002,1.524,3,0,0
arc,79,Rutger Street,right,"-771.5,-545.0",3,,,1,,,1,0,1.524,1,0,0
arc,79,Rutger Street,right,"-771.5,-545.0",3,,park,0,,,1,0,1.524,1,0,0
arc,96,Papin Street,right,"55.0,-767.0",9,,,0,,,1,0,1.524,1,0,0
arc,229,secondary_link 30,right,"55.0,-767.0",13,,,0,,,1,1.3716000000000002,1.524,1,0,0
arc,120,South 21st Street,left,"55.0,-767.0",17,,,0,,,1,0,1.524,1,0,0
arc,120,South 21st Street,left,"55.0,-767.0",17,,,0,,,1,0,1.524,1,0,0
arc,19,South 22nd Street,left,"55.0,-767.0",19,,,0,,,1,0,1.524,1,0,0
arc,92,Papin Street,right,"55.0,-767.0",20,,,0,,,1,0,1.524,1,0,0
arc,92,Papin Street,right,"55.0,-767.0",20,,,0,,,1,0,1.524,1,0,0
arc,138,Chouteau Avenue,left,"55.0,-767.0",28,,,0,,,1,0.47900241494727425,1.524,3,0,0
arc,56,Ohio Avenue,left,"55.0,-767.0",27,,,0,,,1,0,1.524,1,0,0
arc,56,Ohio Avenue,left,"55.0,-767.0",27,,,0,,,1,0,1.524,1,0,0
arc,82,Montrose Avenue,left,"-896.5,-527.0",,,,0,,,1,0,1.524,1,0,0
arc,82,Montrose Avenue,left,"-896.5,-527.0",,,,0,,,1,0,1.524,1,0,0
arc,59,Ohio Avenue,left,"-357.0,-584.5",,,,0,,,1,0,1.524,1,0,0
arc,59,Ohio Avenue,left,"-357.0,-584.5",,,parking,0,,,1,0,1.524,1,0,0
arc,184,South Jefferson Avenue,right,"-140.0,-613.5",2,,,0,,,1,0,1.524,1,0,0
arc,184,South Jefferson Avenue,right,"-140.0,-613.5",2,,,0,,,1,0,1.524,1,0,0
arc,9,South 18th Street,left,"652.0,-627.0",,,,0,,,1,1.2456,1.524,3,0,0
arc,9,South 18th Street,left,"652.0,-627.0",,,,0,,,1,1.2456,1.524,3,0,0
arc,8,South 18th Street,left,"652.0,-627.0",,,recreation,0,,,1,1.2456,1.524,3,0,0
arc,165,Gratiot Street,right,"808.0,-638.0",,,,0,,,1,12.720397245853075,1.524,3,0,0
arc,165,Gratiot Street,right,"808.0,-638.0",,,,0,,,1,12.720397245853075,1.524,3,0,0
arc,138,Chouteau Avenue,right,"-331.5,-673.0",3,,,0,,,1,0.46900241494727446,1.524,3,0,0
arc,138,Chouteau Avenue,right,"-331.5,-673.0",3,,,0,,,1,0.46900241494727446,1.524,3,0,0
arc,133,South Ewing Avenue,left,"-734.0,-684.5",,,,0,,,1,0,1.524,1,0,0
arc,133,South Ewing Avenue,left,"-734.0,-684.5",,,,0,,,1,0,1.524,1,0,0
arc,138,Chouteau Avenue,right,"-538.5,-728.0",3,,,0,,,1,0.46900241494727446,1.524,3,0,0
arc,138,Chouteau Avenue,right,"-538.5,-728.0",3,,,0,,,1,0.46900241494727446,1.524,3,0,0
arc,133,South Ewing Avenue,right,"-821.5,-685.0",,,,0,,,1,0,1.524,1,0,0
arc,138,Chouteau Avenue,right,"-704.5,-767.0",,,,0,,,1,0.46900241494727446,1.524,3,0,0
arc,138,Chouteau Avenue,right,"-704.5,-767.0",,,,0,,,1,0.46900241494727446,1.524,3,0,0
