blockKey,cornerPt_x,cornerPt_z,V_x,V_z,theta_deg,R,R_authored,tl_A,sw_A,tl_B,sw_B,d_A,d_B,diff,ratio,regime,cuspFired,arcLen,rampLen,rampRatio,tlRings,swRings,aspRings,concentric,dropTreeLawn,selfInt,aChain,aSide,bChain,bSide,nArcVerts,nPrevStraightVerts,nNextStraightVerts,fbFound
"14.0,548.0",108.55,533.36,121.20,526.00,55.9,2.20,no,,,,,,,,,NEITHER-EMITTED,0,6.69,,,0,0,0,0,0,0,,,,,17,0,0,0
"14.0,548.0",94.01,624.65,104.00,634.00,79.7,2.88,no,,,,,,,,,NEITHER-EMITTED,0,5.05,,,0,0,0,0,0,0,,,,,17,0,0,0
"14.0,548.0",-80.46,563.53,-88.40,566.60,101.0,4.10,no,,,,,,,,,NEITHER-EMITTED,0,5.65,,,0,0,0,0,0,0,,,,,17,0,0,0
"14.0,548.0",-67.08,471.50,-73.10,462.60,81.0,2.94,no,,,,,,,,,NEITHER-EMITTED,0,5.00,,,0,0,0,0,0,0,,,,,17,0,0,0
"-794.5,545.0",-881.66,488.09,-886.30,479.50,90.6,3.40,no,,,0.00,1.52,1.91,1.91,0.00,1.00,SYM-NO-RAMP,0,5.25,,,0,1,1,0,0,0,,,California Avenue,left,17,4,0,1
"-794.5,545.0",-695.66,518.04,-688.80,511.30,89.8,3.35,no,,,,,,,,,NEITHER-EMITTED,0,5.28,,,0,0,0,0,0,0,,,,,17,0,0,0
"-794.5,545.0",-709.51,602.06,-705.10,610.20,89.7,3.35,no,0.00,1.52,,,1.91,1.91,0.00,1.00,SYM-NO-RAMP,0,5.27,,,0,1,1,0,0,1,California Avenue,left,,,17,0,4,1
"854.5,16.5",728.59,-554.12,733.20,-558.40,88.8,3.30,no,1.37,1.52,4.39,1.52,1.65,2.97,1.32,0.56,ASYM,1,5.25,,,1,1,1,0,0,0,South 17th Street,left,South 18th Street,right,17,13,6,1
"854.5,16.5",735.12,-552.47,733.20,-558.40,90.0,3.37,no,,,1.37,1.52,3.03,3.03,0.00,1.00,SYM-WITH-RAMP,1,5.28,2.00,0.38,1,1,1,0,0,0,,,South 17th Street,left,17,6,52,1
"854.5,16.5",735.01,551.09,728.50,543.50,92.3,3.50,no,1.37,1.52,,,3.15,3.15,0.00,1.00,SYM-WITH-RAMP,1,5.37,2.00,0.37,1,1,1,0,0,0,Emmet Street,left,,,17,52,10,1
"854.5,16.5",738.12,546.82,728.50,543.50,88.1,3.27,no,,,1.37,1.52,2.95,2.95,0.00,1.00,SYM-WITH-RAMP,1,5.25,2.00,0.38,1,1,1,0,0,1,,,Emmet Street,left,17,10,0,1
"854.5,16.5",796.15,466.81,792.90,454.70,90.2,3.37,no,,,,,,,,,NEITHER-EMITTED,0,5.29,,,0,0,0,0,0,0,,,,,17,0,6,0
"854.5,16.5",768.02,331.52,767.20,323.40,102.0,4.50,no,3.56,4.21,,,4.05,4.05,0.00,1.00,SYM-WITH-RAMP,1,6.29,2.00,0.32,1,1,1,0,0,0,Lafayette Avenue,left,,,17,6,16,1
"854.5,16.5",743.45,298.10,719.80,310.10,27.0,1.76,no,2.46,1.52,3.56,4.21,1.00,1.58,0.58,0.63,ASYM,1,7.36,,,1,1,1,0,0,0,South 14th Street,left,Lafayette Avenue,left,17,16,14,1
"854.5,16.5",724.91,10.56,714.70,13.10,96.7,4.50,no,,,2.46,1.52,4.05,4.05,0.00,1.00,SYM-WITH-RAMP,1,6.54,2.00,0.31,0,0,0,0,0,0,,,South 14th Street,left,17,14,0,0
"854.5,16.5",733.54,-22.84,725.60,-29.10,85.6,4.50,no,1.37,1.52,,,3.28,3.28,0.00,1.00,SYM-WITH-RAMP,0,7.41,2.00,0.27,1,1,0,0,0,0,Rutger Lane,left,,,17,0,2,1
"854.5,16.5",735.26,-29.33,725.60,-29.10,93.5,4.50,no,,,1.37,1.52,3.28,3.28,0.00,1.00,SYM-WITH-RAMP,0,6.79,2.00,0.29,1,1,1,0,0,0,,,Rutger Lane,left,17,2,0,1
"854.5,16.5",765.64,-139.52,758.00,-146.70,90.4,4.50,no,1.37,1.52,,,3.28,3.28,0.00,1.00,SYM-WITH-RAMP,0,7.04,2.00,0.28,1,1,1,0,0,0,Peabody Court,left,,,17,0,2,1
"854.5,16.5",768.12,-149.21,758.00,-146.70,91.1,4.50,no,1.37,1.52,1.37,1.52,3.28,3.28,0.00,1.00,SYM-WITH-RAMP,0,6.98,2.00,0.29,1,1,1,1,0,0,Lasalle Lane,left,Peabody Court,left,17,2,7,1
"854.5,16.5",703.57,-325.21,700.30,-320.90,89.2,4.50,no,7.03,1.52,1.37,1.52,4.05,1.62,2.43,0.40,ASYM,1,7.13,,,1,1,1,0,0,1,Grattan Street,right,Lasalle Lane,left,17,7,6,1
"854.5,16.5",736.38,-428.98,736.70,-437.80,119.2,4.50,no,4.39,1.52,7.03,1.52,2.92,4.05,1.13,0.72,ASYM,1,4.59,,,1,1,0,0,0,1,South 18th Street,right,Grattan Street,right,17,6,13,1
"-403.5,514.5",-324.21,489.76,-315.00,487.10,100.8,4.50,no,,,,,,,,,NEITHER-EMITTED,0,6.22,,,0,0,0,0,0,0,,,,,17,1,1,0
"-403.5,514.5",-339.98,588.59,-333.00,599.30,80.3,3.06,no,,,,,,,,,NEITHER-EMITTED,0,5.32,,,0,0,0,0,0,0,,,,,17,1,0,0
"-403.5,514.5",-482.36,537.86,-492.40,542.50,100.4,4.05,no,,,,,,,,,NEITHER-EMITTED,0,5.62,,,0,0,0,0,0,0,,,,,17,0,1,0
"-403.5,514.5",-466.22,441.59,-474.40,435.10,93.2,3.55,no,,,,,,,,,NEITHER-EMITTED,0,5.38,,,0,0,0,0,0,0,,,,,17,1,1,0
"657.0,431.0",714.21,407.79,715.70,399.10,90.8,3.41,no,,,,,,,,,NEITHER-EMITTED,0,5.31,,,0,0,0,0,0,0,,,,,17,68,0,0
"657.0,431.0",780.34,455.42,792.90,454.70,89.8,3.35,no,,,,,,,,,NEITHER-EMITTED,0,5.28,,,0,0,0,0,0,0,,,,,17,0,68,0
"-193.5,475.5",-81.34,466.47,-73.10,462.60,99.0,3.94,no,,,0.00,1.52,1.91,1.91,0.00,1.00,SYM-NO-RAMP,0,5.63,,,0,1,1,0,0,0,,,Geyer Avenue,right,17,4,0,1
"-193.5,475.5",-94.72,558.53,-88.40,566.60,78.9,2.85,no,,,,,,,,,NEITHER-EMITTED,0,5.03,,,0,0,0,0,0,0,,,,,17,0,0,0
"-193.5,475.5",-306.10,484.37,-315.00,487.10,100.6,4.07,no,,,,,,,,,NEITHER-EMITTED,0,5.63,,,0,0,0,0,0,0,,,,,17,0,1,0
"-193.5,475.5",-291.52,392.16,-298.50,382.90,79.8,2.89,no,0.00,1.52,,,1.91,1.91,0.00,1.00,SYM-NO-RAMP,0,5.05,,,0,1,1,0,0,0,Geyer Avenue,right,,,17,1,4,1
"-918.0,512.5",-893.46,486.19,-886.30,479.50,89.4,3.33,no,,,,,,,,,NEITHER-EMITTED,0,5.31,,,0,0,0,0,0,0,,,,,17,6,6,0
"-757.0,369.5",-481.43,429.12,-474.40,435.10,93.5,3.57,no,0.00,1.52,,,1.91,1.91,0.00,1.00,SYM-NO-RAMP,0,5.38,,,0,1,1,0,0,0,Allen Avenue,left,,,17,43,4,1
"-757.0,369.5",-483.09,440.07,-474.40,435.10,83.9,3.87,no,,,0.00,1.52,1.91,1.91,0.00,1.00,SYM-NO-RAMP,0,6.48,,,0,1,0,0,0,0,,,Allen Avenue,left,17,4,1,1
"-757.0,369.5",-498.62,532.70,-492.40,542.50,83.5,3.20,no,0.08,1.52,,,1.98,1.98,0.00,1.00,SYM-WITH-RAMP,0,5.39,2.00,0.37,1,1,0,0,0,0,Russell Boulevard,left,,,17,1,2,1
"-757.0,369.5",-552.97,521.01,-556.60,528.30,142.0,4.50,no,0.08,1.52,0.08,1.52,1.98,1.98,0.00,1.00,SYM-WITH-RAMP,0,3.00,1.20,0.40,1,1,1,1,0,1,Russell Boulevard,left,Russell Boulevard,left,17,2,2,1
"-757.0,369.5",-680.78,497.27,-687.60,504.00,90.2,3.37,no,,,0.08,1.52,1.98,1.98,0.00,1.00,SYM-WITH-RAMP,0,5.29,2.00,0.38,1,1,1,0,0,1,,,Russell Boulevard,left,17,2,0,1
"-757.0,369.5",-666.79,409.67,-671.50,403.20,88.8,3.30,no,0.00,1.52,,,1.91,1.91,0.00,1.00,SYM-NO-RAMP,0,5.25,,,0,1,1,0,0,0,Allen Avenue,left,,,17,0,2,1
"-757.0,369.5",-665.04,398.76,-671.50,403.20,91.2,3.43,no,,,0.00,1.52,1.91,1.91,0.00,1.00,SYM-NO-RAMP,0,5.32,,,0,1,0,0,0,0,,,Allen Avenue,left,17,2,0,1
"-757.0,369.5",-651.41,313.72,-656.00,306.50,89.9,3.36,no,0.00,1.52,,,1.91,1.91,0.00,1.00,SYM-NO-RAMP,0,5.28,,,0,1,0,0,0,0,Geyer Avenue,left,,,17,0,3,1
"-757.0,369.5",-845.48,270.02,-852.40,275.40,89.8,3.35,no,0.00,1.52,0.00,1.52,1.91,1.91,0.00,1.00,SYM-NO-RAMP,0,5.28,,,0,1,0,0,0,0,California Avenue,left,Geyer Avenue,left,17,3,2,1
"-757.0,369.5",-857.28,268.13,-852.40,275.40,89.9,3.36,no,,,0.00,1.52,1.91,1.91,0.00,1.00,SYM-NO-RAMP,0,5.28,,,0,1,0,0,0,0,,,California Avenue,left,17,2,0,1
"-757.0,369.5",-949.31,253.16,-955.10,258.70,91.5,3.45,no,1.37,1.52,,,3.11,3.11,0.00,1.00,SYM-WITH-RAMP,1,5.33,2.00,0.38,1,1,0,0,0,0,Oregon Avenue,right,,,17,0,2,1
"-757.0,369.5",-959.17,251.45,-955.10,258.70,87.3,3.22,no,0.00,1.52,1.37,1.52,1.71,2.90,1.19,0.59,ASYM,1,5.21,,,1,1,1,0,0,0,Geyer Avenue,left,Oregon Avenue,right,17,2,2,1
"-757.0,369.5",-961.01,264.12,-955.10,258.70,91.5,3.45,no,,,0.00,1.52,1.91,1.91,0.00,1.00,SYM-NO-RAMP,0,5.32,,,0,1,1,0,0,0,,,Geyer Avenue,left,17,2,43,1
"-150.5,408.0",111.79,513.05,121.20,526.00,55.7,2.19,no,,,,,,,,,NEITHER-EMITTED,0,5.85,,,0,0,0,0,0,0,,,,,17,27,0,0
"-150.5,408.0",-68.19,449.10,-78.00,452.40,100.2,4.04,no,2.31,1.52,,,3.63,3.63,0.00,1.00,SYM-WITH-RAMP,1,5.61,2.00,0.36,1,1,1,0,0,0,Waverly Place,right,,,17,0,10,1
"-150.5,408.0",-288.05,371.03,-297.10,374.60,99.9,4.01,no,3.15,2.35,2.31,1.52,3.61,2.64,0.98,0.73,SYM-WITH-RAMP,1,5.63,2.00,0.36,1,1,1,1,0,0,Missouri Avenue,right,Waverly Place,right,17,10,4,1
"-150.5,408.0",-304.58,366.93,-297.10,374.60,81.9,2.98,no,,,3.15,2.35,2.68,2.68,0.00,1.00,SYM-WITH-RAMP,1,5.08,2.00,0.39,1,1,1,0,0,0,,,Missouri Avenue,right,17,4,27,1
"-778.0,437.0",-863.09,378.49,-868.10,372.10,90.3,3.38,no,,,,,,,,,NEITHER-EMITTED,0,5.29,,,0,0,0,0,0,0,,,,,17,1,0,0
"-778.0,437.0",-677.98,407.77,-671.50,403.20,89.9,3.36,no,,,,,,,,,NEITHER-EMITTED,0,5.28,,,0,0,0,0,0,0,,,,,17,0,0,0
"-778.0,437.0",-691.98,495.45,-687.60,504.00,90.0,3.36,no,,,,,,,,,NEITHER-EMITTED,0,5.28,,,0,0,0,0,0,0,,,,,17,0,0,0
"-778.0,437.0",-878.05,465.68,-885.10,472.40,90.9,3.41,no,,,,,,,,,NEITHER-EMITTED,0,5.25,,,0,0,0,0,0,0,,,,,17,0,1,0
"-385.5,403.5",-322.54,478.65,-315.00,487.10,79.7,2.88,no,,,0.00,1.52,1.91,1.91,0.00,1.00,SYM-NO-RAMP,0,5.04,,,0,1,0,0,0,0,,,Geyer Avenue,right,17,9,1,1
"-385.5,403.5",-464.62,430.69,-474.40,435.10,89.5,3.33,no,,,,,,,,,NEITHER-EMITTED,0,5.27,,,0,0,0,0,0,0,,,,,17,1,0,0
"-385.5,403.5",-456.57,366.56,-465.30,362.50,144.3,4.50,no,0.00,1.52,,,1.91,1.91,0.00,1.00,SYM-NO-RAMP,0,2.81,,,0,1,0,0,0,0,South Jefferson Avenue,right,,,17,0,4,1
"-385.5,403.5",-441.07,328.02,-449.00,319.20,88.7,3.29,no,0.00,1.52,0.00,1.52,1.91,1.91,0.00,1.00,SYM-NO-RAMP,0,3.96,,,0,1,1,0,0,1,Geyer Avenue,right,South Jefferson Avenue,right,17,4,9,1
"-917.0,365.0",-889.85,463.80,-885.10,472.40,89.2,3.32,no,1.37,1.52,0.00,1.52,2.99,1.75,1.23,0.59,ASYM,1,5.32,,,1,1,1,0,0,0,Oregon Avenue,left,California Avenue,right,17,2,4,1
"-917.0,365.0",-951.16,265.82,-955.10,258.70,89.7,3.35,no,,,1.37,1.52,3.01,3.01,0.00,1.00,SYM-WITH-RAMP,1,5.27,2.00,0.38,1,1,1,0,0,0,,,Oregon Avenue,left,17,4,0,1
"-917.0,365.0",-859.32,280.76,-852.40,275.40,90.0,3.36,no,0.00,1.52,,,1.91,1.91,0.00,1.00,SYM-WITH-RAMP,0,5.28,2.00,0.38,1,1,1,0,0,0,California Avenue,right,,,17,0,2,1
"-762.0,340.0",-662.62,311.93,-656.00,306.50,89.9,3.36,no,,,,,,,,,NEITHER-EMITTED,0,5.28,,,0,0,0,0,0,0,,,,,17,0,0,0
"-762.0,340.0",-676.23,396.86,-671.50,403.20,90.1,3.37,no,,,,,,,,,NEITHER-EMITTED,0,5.29,,,0,0,0,0,0,0,,,,,17,0,0,0
"-762.0,340.0",-861.31,367.58,-868.10,372.10,89.8,3.35,no,,,,,,,,,NEITHER-EMITTED,0,5.28,,,0,0,0,0,0,0,,,,,17,0,0,0
"-762.0,340.0",-847.52,282.65,-852.40,275.40,90.2,3.38,no,,,,,,,,,NEITHER-EMITTED,0,5.29,,,0,0,0,0,0,0,,,,,17,0,0,0
"259.0,313.0",251.08,246.43,245.60,238.60,89.6,3.34,no,1.07,1.68,,,3.01,3.01,0.00,1.00,SYM-WITH-RAMP,1,5.27,2.00,0.38,1,1,1,0,0,0,Lafayette Avenue,right,,,17,26,2,1
"259.0,313.0",365.43,265.72,368.40,259.50,101.0,4.50,no,,,1.07,1.68,3.12,3.12,0.00,1.00,SYM-WITH-RAMP,0,6.21,2.00,0.32,1,1,1,0,0,0,,,Lafayette Avenue,right,17,2,19,1
"259.0,313.0",178.12,234.47,166.50,221.90,48.1,3.69,no,,,,,,,,,NEITHER-EMITTED,0,10.98,,,0,0,0,0,0,0,,,,,17,19,26,0
"-132.0,265.0",-270.78,160.59,-260.90,154.20,90.1,4.50,no,,,3.76,1.52,4.05,4.05,0.00,1.00,SYM-WITH-RAMP,1,7.06,2.00,0.28,1,1,1,0,0,1,,,Lafayette Avenue,right,17,4,27,1
"-132.0,265.0",-253.88,163.34,-260.90,154.20,90.0,4.50,no,,,,,,,,,NEITHER-EMITTED,0,7.07,,,0,0,0,0,0,0,,,,,17,27,1,0
"-132.0,265.0",-153.49,179.37,-147.00,172.40,89.8,3.35,no,0.00,1.52,,,1.91,1.91,0.00,1.00,SYM-NO-RAMP,0,5.28,,,0,1,1,0,0,0,Simpson Place,right,,,17,1,25,1
"-132.0,265.0",-143.02,181.03,-147.00,172.40,90.2,3.37,no,,,0.00,1.52,1.91,1.91,0.00,1.00,SYM-NO-RAMP,0,5.29,,,0,1,1,0,0,0,,,Simpson Place,right,17,25,0,1
"-132.0,265.0",-53.20,195.21,-42.50,188.90,89.7,4.50,no,2.31,1.52,,,4.05,4.05,0.00,1.00,SYM-WITH-RAMP,1,7.09,2.00,0.28,1,1,1,0,0,0,Waverly Place,right,,,17,0,6,1
"-132.0,265.0",-17.15,200.88,-25.30,191.60,90.3,4.50,no,,,2.31,1.52,4.05,4.05,0.00,1.00,SYM-WITH-RAMP,1,7.05,2.00,0.28,1,1,1,0,0,0,,,Waverly Place,right,17,6,0,1
"-132.0,265.0",70.57,214.70,76.90,207.70,90.2,4.50,no,0.87,1.52,,,2.77,2.77,0.00,1.00,SYM-WITH-RAMP,0,7.05,2.00,0.28,1,1,1,0,0,0,Nicholson Place,right,,,17,0,25,1
"-132.0,265.0",80.82,216.32,76.90,207.70,89.8,3.35,no,,,0.87,1.52,2.77,2.77,0.00,1.00,SYM-WITH-RAMP,0,5.28,2.00,0.38,1,1,0,0,0,0,,,Nicholson Place,right,17,25,0,1
"-132.0,265.0",156.51,228.31,166.50,221.90,114.3,4.50,no,,,,,,,,,NEITHER-EMITTED,0,5.16,,,0,0,0,0,0,0,,,,,17,0,26,0
"-132.0,265.0",-418.88,143.49,-426.40,134.10,90.6,3.40,no,3.76,1.52,,,3.06,3.06,0.00,1.00,SYM-WITH-RAMP,1,5.30,2.00,0.38,1,1,1,0,0,0,Lafayette Avenue,right,,,17,26,4,1
"-342.5,293.0",-438.97,314.72,-449.00,319.20,90.6,3.39,no,,,,,,,,,NEITHER-EMITTED,0,5.34,,,0,0,0,0,0,0,,,,,17,26,26,0
"696.5,166.0",719.52,299.36,719.80,310.10,109.0,4.50,no,,,0.00,1.52,1.91,1.91,0.00,1.00,SYM-NO-RAMP,0,5.58,,,0,1,1,0,0,1,,,Park Place,left,17,31,1,1
"696.5,166.0",553.39,271.91,549.70,282.00,90.0,4.50,no,,,,,,,,,NEITHER-EMITTED,0,7.06,,,0,0,0,0,0,0,,,,,17,1,0,0
"696.5,166.0",575.90,135.35,575.10,127.90,90.2,3.37,no,0.00,1.52,,,1.91,1.91,0.00,1.00,SYM-NO-RAMP,0,5.29,,,0,1,1,0,0,0,Park Place,left,,,17,0,31,1
"572.0,129.0",540.16,269.81,536.40,279.90,89.2,4.50,no,1.00,3.69,1.00,3.69,4.05,4.05,0.00,1.00,SYM-WITH-RAMP,1,7.13,2.00,0.28,1,1,1,1,0,1,Park Avenue,right,Park Avenue,right,17,14,14,1
"382.0,115.0",590.60,-15.94,595.20,-20.70,95.5,4.50,no,2.13,1.52,1.00,3.69,3.23,4.05,0.82,0.80,SYM-WITH-RAMP,1,6.64,2.00,0.30,1,1,1,1,0,1,Truman Parkway,right,Park Avenue,right,17,3,5,1
"382.0,115.0",536.21,269.21,536.40,279.90,91.7,4.50,no,3.56,4.21,2.13,1.52,4.05,2.10,1.95,0.52,ASYM,1,6.93,,,1,1,1,0,0,0,Lafayette Avenue,left,Truman Parkway,right,17,5,12,1
"382.0,115.0",174.51,213.76,166.50,221.90,95.1,4.50,no,4.39,1.52,3.56,4.21,3.17,4.05,0.88,0.78,SYM-WITH-RAMP,1,6.45,2.00,0.31,1,1,1,1,0,0,South 18th Street,right,Lafayette Avenue,left,17,12,30,1
"382.0,115.0",395.31,106.25,394.50,98.80,90.0,3.36,no,,,4.39,1.52,3.02,3.02,0.00,1.00,SYM-WITH-RAMP,1,5.28,2.00,0.38,1,1,1,0,0,0,,,South 18th Street,right,17,30,0,1
"382.0,115.0",488.74,121.56,495.80,115.40,90.2,3.37,no,1.38,1.52,,,3.04,3.04,0.00,1.00,SYM-WITH-RAMP,1,5.29,2.00,0.38,1,1,1,0,0,0,Dolman Street,left,,,17,0,30,1
"382.0,115.0",499.59,123.33,495.80,115.40,89.9,3.36,no,0.00,1.52,1.38,1.52,1.77,3.02,1.25,0.59,ASYM,1,5.28,,,1,1,1,0,0,0,Carroll Street,right,Dolman Street,left,17,30,2,1
"382.0,115.0",501.87,109.07,495.80,115.40,90.2,3.37,no,,,0.00,1.52,1.91,1.91,0.00,1.00,SYM-NO-RAMP,0,5.29,,,0,1,0,0,0,0,,,Carroll Street,right,17,2,1,1
"382.0,115.0",525.85,-40.32,521.90,-48.30,77.1,4.50,no,1.00,3.69,,,4.05,4.05,0.00,1.00,SYM-WITH-RAMP,1,8.08,2.00,0.25,1,1,0,0,0,0,Park Avenue,right,,,17,1,3,1
"2.5,0.0",212.86,-150.91,229.00,-158.90,70.4,4.50,no,2.91,3.22,3.19,1.73,4.05,3.33,0.72,0.82,SYM-WITH-RAMP,1,9.42,2.00,0.21,1,1,0,1,0,0,Mississippi Avenue,right,Park Avenue,left,17,2,2,1
"2.5,0.0",153.34,209.13,166.50,221.90,66.1,4.50,no,3.56,4.21,2.91,3.22,4.05,3.28,0.77,0.81,SYM-WITH-RAMP,1,10.22,2.00,0.20,1,1,1,1,0,0,Lafayette Avenue,left,Mississippi Avenue,right,17,2,4,1
"2.5,0.0",-207.10,152.20,-217.10,161.30,89.6,4.50,no,3.02,2.26,3.56,4.21,2.88,4.05,1.17,0.71,ASYM,1,7.09,,,1,1,0,0,0,0,Missouri Avenue,left,Lafayette Avenue,left,17,4,2,1
"2.5,0.0",-147.46,-209.06,-154.00,-220.90,90.3,4.50,no,3.19,1.73,3.02,2.26,3.80,4.05,0.25,0.94,SYM-WITH-RAMP,1,7.05,2.00,0.28,1,1,0,1,0,0,Park Avenue,left,Missouri Avenue,left,17,2,2,1
"-735.5,130.0",-916.98,67.10,-920.60,58.50,90.2,4.50,no,,,1.37,1.52,3.28,3.28,0.00,1.00,SYM-WITH-RAMP,0,7.05,2.00,0.28,1,1,0,0,0,0,,,Oregon Place,left,17,2,0,1
"-735.5,130.0",-829.07,81.57,-822.00,74.70,90.6,3.40,no,0.00,1.52,,,1.91,1.91,0.00,1.00,SYM-NO-RAMP,0,5.30,,,0,1,0,0,0,0,California Avenue,left,,,17,0,2,1
"-735.5,130.0",-817.27,83.43,-822.00,74.70,89.7,3.35,no,,,0.00,1.52,1.91,1.91,0.00,1.00,SYM-NO-RAMP,0,5.27,,,0,1,1,0,0,0,,,California Avenue,left,17,2,0,1
"-735.5,130.0",-735.73,96.11,-727.50,89.40,89.8,3.35,no,0.00,1.52,,,1.91,1.91,0.00,1.00,SYM-NO-RAMP,0,5.28,,,0,1,1,0,0,0,Iowa Avenue,right,,,17,0,2,1
"-735.5,130.0",-721.75,98.29,-727.50,89.40,90.2,3.37,no,,,0.00,1.52,1.91,1.91,0.00,1.00,SYM-NO-RAMP,0,5.29,,,0,1,1,0,0,0,,,Iowa Avenue,right,17,2,0,1
"-735.5,130.0",-630.16,112.53,-623.30,105.60,89.7,3.35,no,0.00,1.52,,,1.91,1.91,0.00,1.00,SYM-NO-RAMP,0,5.27,,,0,1,1,0,0,0,Ohio Avenue,left,,,17,0,4,1
"-735.5,130.0",-618.94,114.28,-623.30,105.60,90.2,3.38,no,3.76,1.52,0.00,1.52,3.04,1.15,1.89,0.38,ASYM,1,5.29,,,1,1,0,0,0,0,Lafayette Avenue,right,Ohio Avenue,left,17,4,2,1
"-735.5,130.0",-435.72,141.71,-426.40,134.10,80.9,4.50,no,,,3.76,1.52,4.05,4.05,0.00,1.00,SYM-WITH-RAMP,1,7.78,2.00,0.26,1,1,1,0,0,0,,,Lafayette Avenue,right,17,2,23,1
"-735.5,130.0",-1015.56,50.96,-1020.20,42.20,90.3,3.38,no,,,,,,,,,NEITHER-EMITTED,0,5.29,,,0,0,0,0,0,0,,,,,17,23,0,0
"-735.5,130.0",-926.85,65.48,-920.60,58.50,89.7,4.50,no,1.37,1.52,,,3.28,3.28,0.00,1.00,SYM-WITH-RAMP,0,7.09,2.00,0.28,1,1,0,0,0,0,Oregon Place,left,,,17,0,2,1
"-1045.5,106.0",-1027.48,49.01,-1020.20,42.20,89.7,3.35,no,0.00,1.52,0.00,1.52,1.91,1.91,0.00,1.00,SYM-NO-RAMP,0,5.27,,,0,1,1,0,0,0,Nebraska Avenue,right,Nebraska Avenue,right,17,10,10,1
"-297.0,21.5",-188.77,-73.15,-177.50,-78.70,90.0,4.49,no,,,1.03,1.00,2.41,2.41,0.00,1.00,SYM-WITH-RAMP,0,7.05,2.00,0.28,1,1,0,0,0,0,,,Albion Place,right,17,12,0,1
"-297.0,21.5",-203.61,16.58,-194.60,24.70,90.1,4.50,no,1.33,1.25,,,2.96,2.96,0.00,1.00,SYM-WITH-RAMP,0,7.06,2.00,0.28,1,1,0,0,0,0,Whittemore Place,left,,,17,0,25,1
"-297.0,21.5",-202.21,30.09,-194.60,24.70,90.0,4.50,no,,,1.33,1.25,2.96,2.96,0.00,1.00,SYM-WITH-RAMP,0,7.07,2.00,0.28,1,1,1,0,0,0,,,Whittemore Place,left,17,25,0,1
"-297.0,21.5",-221.93,149.82,-217.10,161.30,90.1,4.50,no,3.56,4.21,,,4.05,4.05,0.00,1.00,SYM-WITH-RAMP,1,7.06,2.00,0.28,1,1,1,0,0,0,Lafayette Avenue,left,,,17,0,5,1
"-297.0,21.5",-406.55,119.62,-426.40,134.10,39.0,1.91,no,1.03,1.00,3.56,4.21,0.73,1.72,0.99,0.43,ASYM,1,6.70,,,1,1,1,0,0,0,Albion Place,right,Lafayette Avenue,left,17,5,12,1
"306.0,-2.0",331.16,-112.52,340.00,-120.60,90.5,3.39,no,0.00,1.52,3.19,1.73,1.21,3.05,1.84,0.40,ASYM,1,5.30,,,1,1,1,0,0,0,Vail Place,left,Park Avenue,left,17,3,31,1
"306.0,-2.0",341.61,-108.64,340.00,-120.60,89.5,3.33,no,4.39,1.52,0.00,1.52,3.00,1.06,1.94,0.35,ASYM,1,5.27,,,1,1,1,0,0,0,South 18th Street,right,Vail Place,left,17,31,4,1
"306.0,-2.0",385.23,143.25,386.30,149.10,90.1,3.37,no,,,4.39,1.52,3.03,3.03,0.00,1.00,SYM-WITH-RAMP,1,5.29,2.00,0.38,1,1,0,0,0,0,,,South 18th Street,right,17,4,0,1
"306.0,-2.0",190.22,111.89,179.90,115.90,89.8,3.35,no,,,,,,,,,NEITHER-EMITTED,0,5.28,,,0,0,0,0,0,0,,,,,17,0,1,0
"306.0,-2.0",233.63,-147.22,229.00,-158.90,109.2,4.50,no,3.19,1.73,,,4.05,4.05,0.00,1.00,SYM-WITH-RAMP,1,5.43,2.00,0.37,1,1,1,0,0,1,Park Avenue,left,,,17,1,3,1
"641.5,65.0",704.54,27.03,713.10,23.70,101.1,4.11,no,,,,,,,,,NEITHER-EMITTED,0,5.65,,,0,0,0,0,0,0,,,,,17,1,0,0
"641.5,65.0",686.90,138.60,693.60,147.00,89.8,3.35,no,,,,,,,,,NEITHER-EMITTED,0,5.28,,,0,0,0,0,0,0,,,,,17,0,0,0
"641.5,65.0",578.23,121.09,575.10,127.90,90.0,3.36,no,2.13,1.52,,,3.03,3.03,0.00,1.00,SYM-WITH-RAMP,1,5.28,2.00,0.38,1,1,1,0,0,1,Truman Parkway,right,,,17,0,2,1
"641.5,65.0",607.37,-9.65,607.00,-16.30,83.1,4.50,no,,,2.13,1.52,4.03,4.03,0.00,1.00,SYM-WITH-RAMP,0,7.61,2.00,0.26,1,1,1,0,0,0,,,Truman Parkway,right,17,2,1,1
"821.5,94.5",843.47,123.76,846.20,129.10,96.9,3.79,no,0.00,1.52,0.00,1.52,1.91,1.91,0.00,1.00,SYM-NO-RAMP,0,5.65,,,0,1,1,0,0,0,Park Place,left,South 14th Street,right,17,3,6,1
"821.5,94.5",781.93,103.83,777.40,103.70,98.3,3.89,no,0.00,1.52,0.00,1.52,1.91,1.91,0.00,1.00,SYM-NO-RAMP,0,5.96,,,0,1,1,0,0,0,Park Place,left,Park Place,left,17,6,6,1
"821.5,94.5",779.14,88.05,774.90,89.60,99.1,3.95,no,,,0.00,1.52,1.91,1.91,0.00,1.00,SYM-NO-RAMP,0,5.58,,,0,1,0,0,0,0,,,Park Place,left,17,6,0,1
